TotalEnvInteracts	AverageEpRet	MinEpRet	MaxEpRet	time	Averageloss	Stdloss	Maxloss	Minloss
32000	439.74	105	854	81.54	0.37371051422213625	0.23863789456165174	1.7579495	0.06531323
64000	437.04	108	875	170.9	1.409395263671875	0.8394521616153151	6.744611	0.26985392
96000	438.45	111	883	261.09	3.1786298828125	1.7178668185426949	12.454484	0.7811943
128000	415.83	108	1031	350.91	4.7817998046875	2.567972243875019	20.080618	1.0744314
160000	446.94	111	801	439.97	6.25339111328125	3.472021683445036	30.344591	1.2390845
192000	330.09	111	1023	526.81	7.082244140625	3.8353263897124843	24.390879	1.3945315
224000	387.45	111	1029	614.92	8.2156103515625	4.563800756359769	32.007683	1.5232117
256000	429.8	111	806	705.13	8.368380859375	4.93263367786419	33.17021	1.4242487
288000	356.62	108	858	793.45	8.47851171875	4.747536367685876	33.052013	1.5685312
320000	356.33	120	809	882.1	8.43112890625	5.38520180100059	41.60612	1.5822959
352000	570.64	113	1077	971.8	8.4294814453125	5.146558695502267	37.802223	1.6695685
384000	559.84	120	1192	1060.78	8.1957412109375	5.369558291889566	40.79301	1.3844278
416000	552.34	120	1212	1149.78	7.7689501953125	5.29316573664806	45.076126	1.3464899
448000	562.04	120	1211	1239.53	7.21789892578125	4.900070551150259	46.475525	1.4185407
480000	555.66	120	1212	1329.31	6.926341796875	4.950527907455931	42.361977	1.0440674
512000	535.69	120	1032	1418.9	6.950466796875	5.165823687951419	52.70181	1.202183
544000	555.9	113	1211	1506.07	6.836533203125	5.252772891233258	48.323483	1.2404499
576000	522.91	113	909	1592.52	6.9208017578125	5.087705577848919	42.723442	1.2315488
608000	630.98	120	1210	1678.36	6.8544970703125	4.736912892380437	35.526634	1.2037692
640000	579.33	120	1201	1765.05	7.15268896484375	5.243047666016875	42.377613	1.1930462
672000	562.16	120	1031	1851.08	6.58092138671875	4.981829483232039	64.60895	1.2024837
704000	600.87	120	1077	1937.04	7.0716845703125	5.074451555956565	42.582718	1.0121782
736000	516.9	120	1026	2022.84	6.584259765625	5.192342807261959	49.786835	1.2211725
768000	554.4	113	807	2107.88	6.285388671875	4.408829032464289	41.449917	1.0552092
800000	539.38	120	1089	2193.73	6.5603544921875	4.84530519388356	44.500652	1.0358697
832000	622.59	120	882	2279.43	6.1312314453125	4.479530048244459	48.87125	1.2093148
864000	654.06	120	1215	2365.2	6.85483984375	4.743131753190607	37.594177	1.1556726
896000	625.84	120	871	2451.44	6.69177880859375	4.966553956530121	44.964096	0.97641045
