TotalEnvInteracts	AverageEpRet	MinEpRet	MaxEpRet	time
10048000	430.15	108	836	9145.05
10080000	432.07	111	1099	9174.79
10112000	499.57	111	1391	9201.74
10144000	462.39	108	1013	9228.39
10176000	469.55	113	1200	9257.8
10208000	412.24	108	1026	9287.26
10240000	471.01	111	1009	9316.28
10272000	487.14	108	1436	9345.23
10304000	455.85	111	1183	9373.97
10336000	460.84	120	882	9403.04
10368000	435.85	111	1211	9432.68
10400000	417.96	105	808	9461.26
10432000	440.47	105	807	9491.78
10464000	425.64	108	814	9521.16
10496000	424.07	111	1159	9550.79
10528000	449.42	111	1199	9581.33
10560000	439.42	113	1007	9610.88
10592000	483.86	111	1471	9639.76
10624000	407.35	111	1020	9670.51
10656000	479.1	108	1096	9699.36
10688000	443.06	111	881	9723.69
10720000	456.39	120	1068	9752.8
10752000	409.12	108	1079	9783.13
10784000	403.5	111	1015	9811.52
10816000	438.9	105	1015	9841.34
10848000	417.37	105	1021	9870.95
10880000	447.45	105	1216	9899.93
10912000	471.39	108	1778	9929.27
10944000	424.61	108	873	9958.86
10976000	406.8	108	1017	9988.1
11008000	455.18	108	1005	10018.16
11040000	451.99	111	1002	10048.17
11072000	443.13	111	1190	10078.82
11104000	451.99	108	1772	10108.59
11136000	460.78	111	1784	10138.45
11168000	510.6	111	1431	10168.59
11200000	472.64	108	1076	10198.39
11232000	479.07	113	1205	10226.4
11264000	465.48	111	1674	10251.92
11296000	433.39	108	1202	10281.92
11328000	444.88	111	1208	10311.32
11360000	474.87	108	1077	10342.6
11392000	462.57	111	1075	10372.27
11424000	462.6	111	1065	10402.29
11456000	432.92	105	1197	10432.1
11488000	379.4	108	1699	10462.55
11520000	464.54	111	1029	10490.81
11552000	455.33	111	805	10521.26
11584000	401.73	111	1210	10551.79
11616000	504.09	111	991	10580.45
11648000	473.76	111	1091	10611.8
11680000	488.55	108	1017	10641.53
11712000	498.03	111	1076	10670.91
11744000	484.93	111	965	10701.12
11776000	446.37	111	1206	10727.42
11808000	460.41	108	1028	10757.66
11840000	469.96	111	844	10788.44
11872000	504.83	111	1210	10818.26
11904000	475.61	113	1193	10848.41
11936000	452.31	108	1008	10879.88
11968000	400.61	105	1214	10909.25
12000000	435.23	108	1099	10939.32
12032000	466.05	111	865	10968.9
12064000	436.59	105	1028	10998.59
12096000	497.84	111	1076	11029.99
12128000	429.29	105	1078	11060.35
12160000	400.44	105	1208	11089.56
12192000	402.72	111	1216	11118.88
12224000	434.09	108	1021	11149.49
12256000	481.31	108	1213	11179.75
12288000	390.43	108	807	11206.61
12320000	451.08	111	1028	11235.34
12352000	466.98	111	1029	11265.57
12384000	443.07	111	1189	11296.16
12416000	435.61	105	1021	11327.65
12448000	420.3	105	1032	11357.52
12480000	424.99	111	1060	11386.9
12512000	383.66	108	881	11416.09
12544000	460.79	108	1200	11445.51
12576000	416.27	111	1133	11476.66
12608000	447.49	111	1026	11505.99
12640000	487.8	111	1442	11536.38
12672000	472.24	111	1581	11565.73
12704000	488.64	111	870	11594.81
12736000	353.99	108	872	11625.57
12768000	435.4	111	1703	11655.63
12800000	482.43	108	1204	11684.74
12832000	511.4	111	1211	11712.96
12864000	433.22	111	1199	11737.37
12896000	440.38	105	884	11766.25
12928000	446.14	113	1003	11795.92
12960000	476.0	108	1210	11824.77
12992000	435.8	111	1024	11852.8
13024000	450.34	113	1024	11881.89
13056000	443.48	111	1074	11911.93
13088000	427.54	111	1013	11940.85
13120000	411.78	111	1014	11970.98
13152000	458.78	113	864	12001.84
13184000	499.45	120	1210	12031.87
13216000	501.56	105	1629	12061.56
13248000	451.37	113	1027	12091.04
13280000	448.59	111	1054	12119.03
13312000	468.95	105	1077	12149.27
13344000	478.68	108	1060	12180.56
13376000	475.73	105	1072	12210.62
13408000	467.04	105	1078	12235.82
13440000	446.15	111	1187	12264.93
13472000	411.55	108	1630	12294.73
13504000	464.16	108	807	12324.66
13536000	471.3	111	1033	12353.87
13568000	446.52	105	1228	12383.73
13600000	440.34	105	1395	12413.8
13632000	434.57	105	1035	12442.74
13664000	428.45	111	1004	12472.9
13696000	451.21	108	1021	12502.03
13728000	440.09	108	1216	12532.25
13760000	450.3	105	1210	12561.07
13792000	439.6	111	885	12590.69
13824000	391.82	111	1203	12618.58
13856000	443.24	108	835	12648.26
13888000	483.0	111	1090	12678.7
13920000	465.28	105	1197	12706.58
13952000	502.62	105	1074	12732.53
13984000	346.39	105	806	12762.16
14016000	503.44	108	1191	12791.54
14048000	416.46	108	1028	12821.26
14080000	448.77	105	1218	12850.66
14112000	476.83	105	1020	12879.28
14144000	446.97	105	882	12908.03
14176000	423.75	108	1025	12938.0
14208000	488.04	111	1067	12967.31
14240000	429.72	108	1138	12997.75
14272000	438.88	105	1210	13027.64
14304000	397.81	105	1029	13057.28
14336000	432.72	105	1211	13087.37
14368000	407.64	105	1527	13117.17
14400000	436.7	111	1211	13146.86
14432000	500.9	111	1200	13177.31
14464000	458.9	105	1075	13204.51
14496000	416.13	108	1021	13230.6
14528000	428.06	105	1066	13260.07
14560000	443.48	108	1036	13290.31
14592000	472.75	111	1190	13319.56
14624000	434.68	108	1179	13348.5
14656000	458.1	108	1768	13376.93
14688000	451.26	111	1204	13407.33
14720000	415.31	111	1000	13437.35
14752000	424.1	111	1477	13467.69
14784000	432.9	108	840	13498.57
14816000	483.16	111	1081	13528.96
14848000	496.3	111	835	13558.91
14880000	430.12	108	1020	13589.24
14912000	418.67	108	1217	13619.18
14944000	449.01	111	1064	13648.84
14976000	364.24	111	807	13679.03
15008000	430.29	108	1001	13708.61
15040000	472.99	108	1169	13734.67
15072000	386.4	105	1059	13765.46
15104000	480.16	105	1010	13795.59
15136000	436.51	105	1807	13825.77
15168000	484.11	105	1431	13855.03
15200000	503.01	113	1177	13885.1
15232000	466.89	105	1211	13916.46
15264000	402.87	108	877	13946.32
15296000	484.81	108	1005	13976.66
15328000	358.23	108	1008	14006.48
15360000	465.67	111	1750	14036.6
15392000	408.6	111	820	14068.0
15424000	435.8	108	1191	14098.07
15456000	435.66	111	1067	14127.56
15488000	423.05	111	1028	14156.77
15520000	409.02	105	1007	14188.21
15552000	470.56	111	1021	14217.73
15584000	464.49	105	1209	14244.58
15616000	452.78	108	953	14275.87
15648000	430.14	108	1012	14306.6
15680000	456.53	111	1393	14336.9
15712000	444.11	111	1030	14366.81
15744000	411.98	111	1161	14396.99
15776000	447.48	105	1183	14426.33
15808000	441.36	105	1075	14454.6
15840000	440.12	105	1082	14483.28
15872000	460.96	108	1031	14513.87
15904000	448.19	111	1434	14543.92
15936000	482.64	113	1054	14573.26
15968000	430.95	111	1070	14603.14
16000000	444.23	111	1049	14632.65
16032000	488.32	108	1150	14662.85
16064000	462.51	105	868	14692.76
16096000	421.85	105	991	14718.8
16128000	465.57	105	1074	14746.24
16160000	445.48	105	1434	14775.91
16192000	376.18	105	983	14806.2
16224000	472.22	105	851	14835.24
16256000	520.7	111	1081	14863.63
16288000	529.77	111	1220	14892.94
16320000	450.23	113	862	14921.0
16352000	455.23	105	1017	14950.22
16384000	459.14	111	1168	14979.75
16416000	493.03	105	1206	15009.45
16448000	423.61	111	1022	15039.61
16480000	407.78	108	1379	15069.72
16512000	377.78	105	1039	15099.5
16544000	441.67	108	1073	15130.27
16576000	472.52	111	1014	15158.72
16608000	457.46	111	1206	15188.01
16640000	437.82	105	1031	15212.46
16672000	453.85	111	1078	15238.81
16704000	466.42	111	1221	15269.37
16736000	489.04	108	1085	15299.46
16768000	403.95	105	1023	15329.13
16800000	429.9	108	1008	15359.27
16832000	500.35	111	1021	15389.2
16864000	500.59	108	1209	15418.3
16896000	412.15	105	986	15448.4
16928000	459.3	105	1434	15477.7
16960000	479.84	108	995	15507.67
16992000	431.34	108	1090	15536.62
17024000	430.84	111	1070	15565.34
17056000	450.09	108	1081	15594.23
17088000	458.11	111	1017	15623.82
17120000	466.12	111	1207	15654.0
17152000	406.41	105	886	15683.11
17184000	401.8	111	848	15712.04
17216000	447.75	111	1027	15737.33
17248000	430.99	105	1082	15766.88
17280000	463.82	105	1182	15796.7
17312000	477.52	105	1003	15827.06
17344000	419.1	105	1028	15856.0
17376000	463.74	111	1221	15885.62
17408000	440.4	111	1054	15915.87
17440000	448.85	113	1000	15944.54
17472000	400.74	108	1028	15974.67
17504000	367.71	108	805	16003.59
17536000	419.59	113	1165	16032.86
17568000	445.57	108	1214	16062.34
17600000	385.42	105	1220	16091.45
17632000	414.19	108	1198	16120.38
17664000	443.52	113	1079	16149.8
17696000	437.02	108	1072	16178.63
17728000	477.96	113	1089	16207.6
17760000	422.89	105	880	16234.27
17792000	438.79	108	2129	16264.57
17824000	519.27	108	1203	16294.58
