TotalEnvInteracts	AverageEpRet	MinEpRet	MaxEpRet	time	Averageloss	Stdloss	Maxloss	Minloss
32000	413.6	105	807	75.62	0.37610014451915635	0.24990064853369484	1.6806865	0.079115555
64000	470.78	105	1050	162.21	1.4992857666015624	0.866196259211881	5.755802	0.24503201
96000	410.61	108	1019	252.08	3.09191943359375	1.7098059186050547	15.659622	0.67378813
128000	436.61	111	1029	342.22	4.8577333984375	2.5289691691663125	17.749744	0.8886123
160000	402.34	108	1208	432.66	6.74340185546875	3.5265390312688303	22.432169	0.99589497
192000	427.3	111	1210	523.59	7.2684423828125	3.910470095421713	26.384462	1.673404
224000	374.51	105	1223	615.95	8.0699375	4.753077128292786	34.250546	1.4723725
256000	368.82	111	1212	707.91	9.0421962890625	5.344886209616628	40.94204	1.557558
288000	364.98	111	1015	798.29	9.056068359375	5.6146754205497045	52.76467	1.2638779
320000	372.64	113	1201	888.46	9.247568359375	5.3643553754155775	36.252357	1.5776162
352000	432.99	113	1220	977.13	8.5766474609375	4.985821890308056	31.918577	1.4299759
384000	499.72	120	1206	1065.85	8.71336328125	5.284590659407784	37.824272	1.4720924
416000	533.86	120	1073	1153.66	7.93452099609375	4.7822870607325525	39.081253	1.6831055
448000	513.51	113	1208	1241.55	8.563599609375	5.266930661566564	36.876083	1.3631794
480000	489.86	120	1069	1330.34	7.70390966796875	5.054439184395238	39.83554	1.7296387
512000	473.4	113	834	1419.07	7.8938955078125	5.309443606090002	40.599297	1.6443317
544000	497.42	113	1068	1506.18	8.0533310546875	5.452990865112466	53.02559	1.5517021
576000	440.43	113	1216	1592.69	8.0630859375	5.598321630464349	54.649883	1.5396461
608000	415.7	120	1194	1678.5	8.275435546875	5.983702475265628	61.93156	1.4491819
640000	397.23	113	1183	1763.64	8.0347314453125	5.916270600006392	43.92182	1.3147287
672000	400.88	113	1141	1848.52	7.61378564453125	5.8581670421514955	53.980545	1.3545896
704000	507.81	120	1069	1933.64	7.4485068359375	6.1174823124999715	53.826656	1.1456184
736000	517.92	120	1177	2018.37	7.4800126953125	5.987314715295998	55.33204	1.6877968
768000	571.57	120	1205	2105.37	6.86940625	5.445071954873508	50.671104	1.4939809
800000	586.55	120	1204	2191.28	6.70783447265625	5.208813707013815	50.88108	0.74957365
832000	604.28	120	1210	2277.07	6.56994873046875	5.314129529494929	41.05501	1.1241901
864000	536.41	120	1171	2362.93	6.1900126953125	4.499834198334423	35.94956	1.2290804
896000	564.2	120	1198	2449.41	6.3214521484375	4.607075697704022	42.03439	0.76143175
928000	541.77	120	1010	2539.23	6.02665576171875	4.6295456968664865	41.51185	1.2500596
960000	651.57	120	1198	2627.31	6.10739013671875	4.38649204946276	36.954975	0.87022066
992000	695.17	120	1212	2714.45	5.97956884765625	4.263676981931207	40.084793	0.7582667
1024000	679.2	120	1203	2801.17	5.78593603515625	4.562338182061913	41.537533	1.0607694
1056000	673.18	120	1215	2888.0	5.78837890625	4.445583306777638	35.466805	0.7965481
1088000	644.52	120	1206	2975.99	5.616966796875	4.302629555719386	30.489845	0.8571205
1120000	630.91	120	873	3061.91	5.8831083984375	4.723440136039622	45.021255	0.8298286
1152000	586.05	120	1079	3149.89	6.1098115234375	5.0143282981123205	44.37198	0.7297716
1184000	679.77	120	1201	3236.58	6.40674951171875	5.134615218056753	35.5027	0.6771143
1216000	658.28	120	1069	3323.23	6.2706689453125	4.876283484888876	36.027935	1.0257192
1248000	685.5	120	1214	3410.45	6.3342421875	5.230949065418244	40.02955	1.0202693
1280000	579.37	120	1212	3497.68	6.717634765625	4.790506358609181	30.257757	0.796052
1312000	644.28	113	1204	3585.22	6.5382822265625	5.04077940712049	33.850616	1.0064508
1344000	676.13	120	1205	3671.25	6.45966796875	4.826491835432854	36.328476	0.8143229
1376000	660.89	120	1208	3757.49	6.7734443359375	5.115335781378384	34.094982	1.0968914
1408000	578.7	120	1079	3844.01	6.29449072265625	4.7668822112178315	35.942383	0.53638613
1440000	635.77	120	807	3929.14	5.88097265625	4.453189253922407	35.58388	0.7576601
1472000	640.98	120	1208	4015.11	5.420845703125	4.028991857850423	33.16877	0.81781924
1504000	647.13	120	1075	4101.01	5.38447412109375	4.053473144261598	28.197437	0.7752501
1536000	640.25	120	1203	4188.01	5.4637802734375	4.21648318729602	46.66398	0.9161544
1568000	662.86	120	1205	4273.08	5.06037451171875	4.028444517971546	33.67119	0.79803085
1600000	671.43	111	1081	4359.65	4.6683857421875	4.045848928801902	35.744884	0.52248085
1632000	687.11	113	1210	4446.02	4.42807666015625	3.8374470680388546	40.95409	0.5026218
1664000	670.81	120	1216	4532.24	4.003797119140625	3.56314920071592	38.0018	0.46484813
1696000	710.82	120	1208	4618.48	4.128736328125	4.250529378795069	40.650707	0.49095434
1728000	700.27	111	1215	4704.64	3.56755419921875	3.3822422296458896	38.12492	0.3984856
1760000	707.29	120	1211	4791.81	3.67955615234375	4.069654757316645	44.877525	0.44423574
1792000	734.77	120	1206	4871.62	3.3924970703125	3.9700173911379153	44.892597	0.32538605
1824000	699.87	120	1201	4949.28	3.263609375	3.6708680800237836	44.02684	0.3966881
1856000	704.79	111	1209	5027.44	3.211586181640625	3.551643545599699	44.60633	0.44749597
1888000	712.38	111	1218	5109.16	3.083271240234375	3.6410088316976106	48.89411	0.46712393
1920000	688.54	111	1211	5187.28	3.355515625	4.218491658756717	44.797256	0.42122874
1952000	732.67	111	1210	5267.23	3.166826904296875	4.116067506583195	55.28116	0.37109867
1984000	725.44	111	1214	5347.72	3.4481416015625	4.4999496524961256	47.965942	0.42645258
2016000	702.56	105	1198	5430.38	2.728609375	3.5685202695322467	45.03658	0.35726804
2048000	646.86	111	1084	5516.41	2.7808837890625	3.6724895762275485	60.465904	0.30634636
2080000	713.29	111	1084	5600.08	3.2278212890625	4.599189806368074	65.78758	0.4244875
2112000	673.4	111	1211	5684.93	3.2117451171875	3.899437810040699	61.23584	0.3373571
2144000	739.57	120	1205	5769.89	3.431705078125	4.843107215414501	60.866005	0.36641818
2176000	709.73	111	1207	5854.15	3.2044501953125	4.118350227184425	51.291035	0.45042214
2208000	757.68	120	1210	5938.82	3.13179541015625	4.083816191688848	51.81442	0.31340846
2240000	724.62	111	1067	6020.43	3.136288330078125	4.095540162023808	52.419872	0.3001153
2272000	695.91	120	1212	6098.34	3.004373291015625	3.5700610551501777	38.559803	0.29891697
2304000	687.19	113	1426	6175.72	3.152403076171875	4.353564676288271	62.860897	0.3525276
2336000	688.49	111	1793	6254.06	3.67381494140625	4.838677585999092	55.59884	0.48394793
2368000	695.1	120	1209	6335.47	3.051087890625	3.4943219847078346	44.062283	0.3919521
2400000	724.64	113	1205	6413.9	3.319777587890625	4.447604911986337	44.12584	0.46219805
2432000	743.26	120	1216	6491.21	3.005441650390625	3.8567161894058266	53.18299	0.44209656
2464000	742.02	111	1213	6568.62	3.04582861328125	3.66141115427167	37.91222	0.31540254
2496000	730.54	120	1219	6648.24	2.94124267578125	3.8755593094336076	52.39972	0.40158576
2528000	731.88	120	1223	6730.11	3.050913330078125	4.028444881596681	52.292072	0.41167498
2560000	717.92	120	1212	6811.97	2.882313232421875	4.031869380712252	46.09259	0.33400157
2592000	745.75	120	1208	6892.27	2.79510302734375	3.672582910483438	50.12588	0.29862523
2624000	772.43	120	1590	6971.39	3.069471435546875	4.970015758589202	66.37037	0.37216365
2656000	749.12	120	1212	7051.73	2.859470703125	4.018626310304928	58.27041	0.25922745
2688000	713.55	120	1141	7132.53	3.08384814453125	4.373616745612263	55.604504	0.2752559
2720000	759.44	120	1433	7215.63	2.8244208984375	3.874775195091968	46.77459	0.306472
2752000	762.55	113	1218	7298.93	2.76449755859375	4.178379526652647	74.65342	0.3740274
2784000	768.06	120	1218	7381.2	2.55596533203125	3.2347831868032517	59.075294	0.30301356
2816000	720.53	113	1433	7464.39	2.519228515625	2.7474577204720094	30.39983	0.4163298
2848000	756.37	113	1227	7548.49	2.81999560546875	3.515831382831094	36.67117	0.2975052
2880000	757.46	120	1220	7631.06	2.735738037109375	3.1239041828695706	49.06806	0.32884878
2912000	830.32	120	1215	7710.86	2.779979736328125	4.182253242870402	93.35136	0.345573
2944000	743.81	113	1214	7789.88	3.1019404296875	4.114439132494246	66.44997	0.3773396
2976000	753.79	113	1741	7872.66	3.22101806640625	4.454994344482942	58.589108	0.35569388
3008000	690.06	113	1801	7962.25	2.9369833984375	4.1450683705911295	69.26376	0.38744366
3040000	756.56	120	1084	8042.89	3.132609130859375	4.030501383978177	39.16779	0.4182343
3072000	786.63	113	1794	8127.7	3.330825927734375	4.087840438804455	53.006577	0.4563461
3104000	766.86	120	1211	8208.78	3.387632080078125	5.053905320084162	68.01688	0.45717624
