TotalEnvInteracts	AverageEpRet	MinEpRet	MaxEpRet	time	Averageloss	Stdloss	Maxloss	Minloss
16000	366.71	246	1375	53.52	0.35386232	0.26518476	2.2564566	0.044979587
32000	387.4	246	1402	109.37	1.0203813	0.9107797	6.8817143	0.119637966
48000	346.63	250	909	165.57	2.0964932	1.5467079	8.881096	0.1583648
64000	337.64	241	902	222.21	3.3001046	2.355078	16.578674	0.26638103
80000	369.17	250	961	279.64	4.645484	3.229182	19.532993	0.44884056
96000	337.44	246	950	336.31	5.9590797	3.9043255	30.053574	0.68506145
112000	331.52	240	1235	393.66	6.5202627	4.2050962	26.226467	0.65540373
128000	383.37	240	1344	450.86	6.6043086	4.2364283	26.592491	0.66978896
144000	358.57	240	947	507.58	6.3039465	4.4815493	29.077114	0.88910866
160000	322.47	240	961	564.71	6.113533	4.15703	27.741138	0.83027875
176000	339.23	240	948	621.49	5.6173935	4.1335216	26.11625	0.654508
192000	369.81	240	936	678.86	4.7954316	3.723231	24.490873	0.693292
208000	352.58	240	1209	735.47	4.1632714	3.2145405	21.064709	0.62276185
224000	414.3	240	979	792.23	3.9501765	2.9792926	19.589748	0.4705243
240000	408.2	240	914	850.31	3.681576	2.6373072	16.5523	0.40047053
256000	410.75	240	913	907.09	3.701809	2.4368505	14.2525015	0.56816536
272000	358.76	240	912	965.66	4.0387664	2.6778755	18.575104	0.5466271
288000	361.06	240	915	1022.78	4.3097773	2.9093409	25.23721	0.64348435
304000	409.67	240	915	1079.59	4.091026	2.7308943	20.665562	0.7395458
320000	413.93	75	915	1137.07	4.4027553	3.0319643	19.838047	0.6454003
336000	403.96	240	910	1193.66	5.3864	4.083042	30.97438	0.78207684
352000	503.63	240	1400	1251.38	5.5844855	4.0221024	28.450401	0.8509793
368000	398.82	240	913	1308.16	5.753788	4.267383	37.1612	0.8044286
384000	444.19	240	1415	1365.18	6.0859513	4.5553	35.54708	0.84536004
400000	466.96	240	1255	1423.05	5.9640164	4.2434716	30.326092	0.71202254
416000	468.83	240	1253	1479.83	6.6978545	4.831042	34.387154	0.9854529
432000	510.49	240	1603	1537.42	7.03514	5.320026	41.607777	0.98364925
448000	501.17	240	1594	1594.78	7.665077	5.465928	33.747173	1.0731226
464000	519.52	240	1602	1651.66	8.171399	6.215976	41.0031	1.156405
480000	410.76	240	1549	1709.44	8.727826	6.4327188	41.637215	1.0279276
496000	473.81	240	1371	1766.3	9.251217	6.7659755	57.5002	1.3409791
512000	516.29	240	1400	1824.01	9.420988	6.7722707	52.251686	1.3019596
528000	488.45	240	1050	1881.03	9.871758	7.31978	61.661514	1.3559573
544000	447.93	240	1386	1937.98	9.018758	7.1037292	54.067814	1.3421273
560000	512.96	240	1400	1996.08	9.087225	7.2536016	50.272575	1.2656921
576000	491.69	240	1391	2053.58	9.675541	8.331478	64.09944	1.2109418
592000	446.56	240	1397	2110.91	9.825865	7.8624916	70.216324	1.2813817
608000	496.44	240	1402	2168.36	9.588964	7.65001	49.705704	1.1639222
624000	460.57	240	1390	2225.57	10.37097	8.2304535	52.844414	1.1664017
640000	386.91	240	1616	2283.57	9.400445	7.273072	59.18281	0.9933699
656000	481.24	240	956	2340.61	7.808825	6.3014755	45.53678	0.98404986
672000	476.9	240	1538	2398.1	7.824816	5.6005154	30.865326	1.0932629
688000	501.51	240	960	2455.64	7.5654907	5.407795	35.029163	1.1931658
704000	500.06	240	1417	2512.32	7.268378	5.361461	33.52876	0.97323984
720000	512.92	240	1412	2569.96	7.2245207	5.300609	36.52037	0.7243254
736000	501.63	240	1425	2627.1	7.462423	5.6953983	38.312077	0.9146848
752000	595.63	240	1421	2684.65	7.2225094	5.5363555	43.156696	0.6895187
768000	597.92	240	1423	2742.41	7.4169745	6.1046543	45.11629	0.8877344
784000	574.63	240	1424	2799.61	7.535128	5.7198753	47.791744	1.1226696
800000	473.46	240	1408	2857.73	8.086253	5.8362265	46.4869	1.1281197
816000	457.4	240	1611	2915.3	8.648561	6.430921	50.355072	1.2083648
832000	299.56	240	1270	2972.72	9.044299	6.9072294	42.534435	1.0712458
848000	356.14	240	955	3030.47	9.089723	7.4481297	55.574223	1.2449974
864000	440.4	240	1506	3087.65	9.844569	8.354802	70.86131	1.2255224
880000	392.46	240	955	3145.46	10.176092	9.409333	63.660156	1.2159009
896000	445.29	240	1392	3202.94	9.600086	9.0243845	59.105778	1.2444513
912000	498.26	240	1415	3260.57	9.34339	8.362375	49.77584	1.01852
928000	507.89	240	963	3317.93	9.210322	8.454436	65.18241	1.220835
