TotalEnvInteracts	AverageEpRet1	MinEpRet	AverageEpRet	time	Averageloss	Stdloss	Maxloss	Minloss
9984000	691.48	256	1419	22233.97	10.070375	7.898631705080317	91.44897	1.7795697
10016000	624.42	256	1407	22287.38	10.454513671875	8.177163800028712	88.14119	1.6006534
10048000	720.16	256	1420	22341.07	10.653197265625	8.542069147021698	91.58155	1.8542899
10080000	676.34	256	1409	22395.12	10.4491396484375	8.858062182272148	112.02617	1.8756773
10112000	758.82	257	1431	22449.23	10.024330078125	8.162165479362692	92.19299	1.5135572
10144000	613.17	253	1407	22503.05	10.83283984375	9.091739468468067	91.98838	1.685391
10176000	678.16	256	1420	22556.67	10.2372236328125	7.592890897905751	76.80809	1.5965035
10208000	684.65	250	1401	22610.51	10.6758388671875	8.707766827665978	102.85254	1.9536109
10240000	679.65	256	1399	22664.45	10.757328125	9.05357966152063	84.57713	1.9345115
10272000	686.57	256	1427	22718.62	10.2574296875	7.445171463774357	52.079582	1.7747841
10304000	611.66	256	1415	22772.72	9.5512451171875	7.033595719829226	50.74216	1.8176701
10336000	691.13	256	1485	22826.02	10.200482421875	7.702076120274325	87.072	1.7068162
10368000	627.97	256	1401	22879.32	10.70488671875	8.047829190999272	57.035515	2.0391383
10400000	662.53	257	1418	22933.51	10.0266015625	8.259093000293676	100.384285	1.872492
10432000	709.27	256	2092	22986.6	9.713568359375	7.420792684242028	92.50539	1.658244
10464000	686.16	257	1399	23040.75	10.021703125	8.069254922234146	63.36768	1.9740723
10496000	638.18	256	1495	23094.08	9.9851416015625	7.562389720270306	78.03754	1.9204502
10528000	654.68	256	1685	23146.78	9.3378955078125	7.0043577395611365	72.102585	1.6231917
10560000	637.69	256	1489	23200.22	9.6080400390625	7.568551556027745	55.14751	1.763533
10592000	684.23	257	1427	23253.94	10.346595703125	8.805423577261914	92.09576	2.185325
10624000	649.79	257	1400	23307.52	10.4264375	9.18255564235796	81.557846	1.8419878
10656000	664.05	256	1612	23361.22	9.66932421875	7.542687891262637	61.932198	1.7679058
10688000	688.46	240	1403	23414.94	11.091166015625	9.285766157135338	80.82051	2.1286767
10720000	678.12	256	1424	23468.45	10.089404296875	8.358975340913503	87.09089	1.5383341
10752000	682.31	256	1430	23522.02	9.9195	7.773685580212259	78.98858	1.6873772
10784000	693.24	256	1419	23575.96	9.997625	7.51206529524338	61.74301	1.5251577
10816000	654.34	256	1431	23629.82	9.34742578125	7.928126847654495	77.057106	1.593523
10848000	673.55	256	1396	23683.06	9.4402333984375	7.207240012220351	70.01924	1.803271
10880000	659.02	241	1398	23736.66	9.8136875	7.902761087904657	54.889694	1.7665017
10912000	712.45	256	1406	23790.17	9.779791015625	7.575574184096543	63.81007	1.9094968
10944000	719.05	241	1395	23844.17	9.652404296875	7.54391155585085	100.69751	1.8652843
10976000	701.14	256	1400	23897.35	10.24469140625	8.158798931215305	73.1073	0.9742605
11008000	709.73	256	1611	23950.88	10.20516796875	7.897439507919639	53.88211	1.1242387
11040000	729.52	256	1416	24003.64	9.651404296875	7.919737507487227	64.33325	1.3654988
11072000	741.43	256	1610	24057.69	9.918138671875	7.852638141494233	59.970932	1.8245039
11104000	680.67	256	1424	24111.61	10.29892578125	8.104984481015372	63.937046	1.75122
11136000	685.4	256	1488	24165.24	10.2408564453125	7.930290032527184	71.02662	2.0202684
11168000	716.66	256	1410	24218.86	9.58102734375	7.798523498073209	60.93688	1.4451605
11200000	652.34	240	1423	24272.42	9.6192392578125	8.232041533696243	96.505066	1.5660278
11232000	719.74	256	1419	24326.02	10.18341796875	8.301342606018618	65.34847	0.9239925
11264000	727.57	257	1693	24379.77	10.1124033203125	8.911043446897787	94.38085	1.8492196
11296000	702.93	240	1689	24433.36	10.414982421875	8.11808311348806	56.76985	1.8866343
11328000	725.81	256	1490	24487.45	10.3602021484375	8.764909173089016	70.84203	1.4886974
11360000	808.48	256	1434	24540.54	9.973810546875	8.168062327596429	59.07173	1.5004811
11392000	728.17	256	1695	24594.0	11.369458984375	9.55842192453859	79.47277	1.0684543
11424000	670.33	256	1573	24647.61	11.16262109375	9.63631883163898	74.50811	1.6757709
11456000	799.83	256	1483	24701.53	11.0420703125	9.203072686608532	76.23637	1.8524718
11488000	700.94	256	1611	24754.99	11.34062109375	9.656794887539032	74.41329	1.8772831
11520000	785.67	241	1689	24808.8	10.5413544921875	8.42316374647911	96.23825	1.5132551
11552000	768.1	256	1620	24862.65	10.738525390625	8.880205779569526	64.88613	1.5245867
11584000	776.76	256	1611	24916.51	10.636919921875	9.019967433422362	102.586205	1.9362025
11616000	731.6	256	1622	24970.26	10.2756796875	8.239451589760085	77.64901	1.7350491
11648000	610.14	256	1431	25024.07	11.4487109375	9.801243543550992	81.9434	1.5257151
11680000	721.47	256	2111	25078.68	11.6993203125	9.611097914650543	72.71864	2.044031
11712000	775.64	250	1812	25132.78	11.1156416015625	9.134510027226419	78.58919	1.9714329
11744000	753.6	256	1828	25186.68	11.183634765625	9.818962442004755	84.94135	1.5656734
11776000	669.82	253	1700	25241.07	11.8616796875	10.214803519280242	93.18094	1.7030747
11808000	744.54	256	1620	25295.97	11.759806640625	10.736827685587583	90.139565	2.082644
11840000	694.72	256	1426	25350.82	12.1935390625	12.740161645363846	220.61603	1.7660079
11872000	709.42	240	1491	25405.92	12.0640595703125	11.650682651673248	127.56275	1.8065217
11904000	713.22	240	1593	25459.44	11.162626953125	9.2930858875026	86.15225	1.3069553
11936000	680.11	241	1722	25514.38	11.4103525390625	10.109515165179783	91.167694	1.7095069
11968000	810.54	257	1803	25569.98	12.18580859375	10.690905890054406	106.38954	1.55778
12000000	731.83	256	1611	25625.23	12.40558203125	11.56684648035064	114.84956	2.0143337
12032000	655.06	256	2000	25680.01	12.90812890625	11.154258225561215	94.58137	2.0049858
12064000	648.34	256	1938	25734.5	12.1966240234375	10.865448391575931	97.14764	1.7076793
12096000	729.84	256	1611	25789.57	12.516365234375	10.77467444403774	97.80585	2.2630284
12128000	696.68	253	1803	25844.82	12.585423828125	11.14898117542585	105.522095	1.6424916
12160000	635.72	240	1425	25900.11	12.96612109375	10.284863726613008	112.62759	1.6807237
12192000	709.89	256	1422	25956.18	12.1166484375	10.189632445530114	86.83992	1.7825599
12224000	725.05	257	2125	26013.06	13.3338232421875	11.804432430235687	97.69193	2.1645584
12256000	720.83	256	2015	26070.99	13.0339169921875	10.195265828437236	78.45194	2.0458179
12288000	675.77	256	1421	26129.07	12.115453125	9.503396185706455	80.25221	2.2912452
12320000	618.4	257	1995	26187.97	13.137484375	10.75377549979541	128.69458	2.1221876
12352000	684.28	257	2118	26250.07	12.546306640625	9.920956355110127	71.291504	1.8166947
12384000	619.24	257	1486	26313.0	12.808119140625	9.773932966058238	80.11561	1.6749699
12416000	600.74	256	2325	26378.17	13.3042470703125	11.084548296502659	86.93524	2.3390813
12448000	683.2	257	2098	26442.01	13.2765400390625	10.182503759513178	90.38213	2.0688653
12480000	734.25	240	1615	26507.18	12.843431640625	9.651962235732173	68.21741	1.5159589
12512000	712.04	257	1689	26571.69	12.708916015625	10.431526733896625	83.03203	1.8622969
12544000	725.48	256	1527	26637.96	13.8064267578125	10.71519729753027	104.18508	1.6243966
12576000	741.72	257	2122	26704.67	14.498169921875	11.710249250122732	81.13045	1.7146752
12608000	831.98	257	1719	26771.29	14.2179130859375	11.21562108177697	101.200356	2.392835
12640000	724.73	257	1680	26840.2	14.05340234375	11.519727644349931	122.904755	2.1166193
12672000	769.05	257	1427	26906.08	14.7287607421875	12.32415057924886	94.313	2.3928416
12704000	763.58	256	1816	26973.33	14.411900390625	11.318289954759067	116.48113	2.2441392
12736000	750.4	256	1947	27039.35	13.590228515625	10.135897684714463	82.666626	2.4571462
12768000	729.71	257	1608	27106.52	13.28151171875	10.755303924111118	110.64003	2.3412447
12800000	729.36	257	1475	27175.28	14.1708154296875	11.179029614640083	86.51739	2.7499382
12832000	783.77	257	1615	27243.52	13.357076171875	11.543261021046002	100.406296	2.262118
12864000	844.77	257	2204	27312.07	13.82464453125	11.262610293577595	94.915634	2.3745527
12896000	801.99	256	1990	27380.61	13.77461328125	10.43657256358619	82.33648	1.807005
12928000	733.53	257	1700	27447.85	14.2214423828125	11.465278425533329	86.34594	1.9298131
12960000	737.8	257	1486	27516.13	13.3999990234375	10.901808909534234	82.65898	2.326988
12992000	697.15	256	1479	27582.19	13.4812978515625	11.367785486848351	122.95842	2.0296257
13024000	724.56	257	1479	27645.37	12.941990234375	11.115465717863557	96.97121	2.127778
13056000	668.63	257	1803	27710.27	13.885224609375	11.957687119589641	125.10652	2.289507
13088000	707.48	258	1610	27777.44	13.8464462890625	12.38627201279707	143.47264	1.877114
13120000	722.43	256	1690	27845.08	13.666201171875	12.665994088503279	135.89444	1.8058778
13152000	827.17	257	1710	27911.06	13.314603515625	11.541954719630468	118.245224	1.7405174
13184000	709.24	256	1618	27978.66	14.7886796875	12.683235120622815	83.4583	2.21086
13216000	721.5	257	1614	28045.18	14.071716796875	11.583561223777428	103.511406	2.1606898
13248000	654.5	253	1773	28110.8	13.058033203125	10.4786665718974	68.91638	1.8231932
13280000	727.59	241	1417	28177.02	12.717326171875	11.10765712808061	84.65132	2.0103393
13312000	770.82	256	1614	28242.54	12.347529296875	10.268090742684349	100.73976	1.8008373
13344000	688.75	240	2237	28309.29	12.250328125	10.290336410317206	73.78066	1.5029233
13376000	741.8	240	1412	28376.08	12.2494296875	10.720805925279125	99.341675	1.8641691
13408000	813.24	257	1550	28442.39	11.893146484375	9.523963198164932	60.495747	1.9761431
13440000	631.53	241	1423	28506.55	12.690900390625	11.345893736832721	103.496506	2.0924428
13472000	772.0	256	1615	28568.71	12.71367578125	10.847819481352001	104.11943	1.9049517
13504000	738.26	256	1685	28633.19	12.598984375	10.806015396527991	88.62162	1.8663554
13536000	759.51	257	1682	28693.01	12.2314306640625	10.146854115315742	61.86259	1.9309185
13568000	721.09	256	1630	28754.91	12.89953515625	11.504041409435208	80.79076	2.5359664
13600000	820.43	257	1621	28815.03	12.38783203125	10.05111234515862	74.93723	2.2497926
13632000	737.67	256	1429	28873.75	13.766078125	12.29396066164196	122.20974	2.1321135
13664000	764.1	256	1690	28932.38	13.0511962890625	11.37163308687455	86.31526	2.3090498
13696000	737.17	257	1494	28990.93	13.210912109375	10.986593392630857	77.15985	2.1650946
13728000	868.86	258	1611	29049.39	12.842060546875	10.998722582077429	92.78233	1.8788667
13760000	752.04	240	1423	29107.07	12.831041015625	10.82744920329807	113.04377	1.7224488
13792000	676.51	256	1611	29164.27	12.874482421875	11.063370728444383	98.77353	2.2223907
13824000	743.5	256	1936	29221.51	12.985189453125	11.262624513740127	80.61086	1.8925997
13856000	668.84	256	1480	29277.69	12.239396484375	10.282377977637275	88.00711	1.7338938
13888000	696.78	256	1611	29334.2	12.8666318359375	10.670972600939429	97.594475	1.778962
13920000	650.28	257	1410	29390.54	13.462390625	11.635099779331503	99.999504	2.414154
13952000	730.68	256	1423	29446.23	12.526044921875	10.0058084693342	80.1152	1.7283759
13984000	742.94	256	1493	29502.01	11.775125	9.7389713265827	99.00429	1.5912402
14016000	758.75	256	1683	29556.78	12.365744140625	10.352891730695342	102.284294	1.7460697
14048000	777.07	257	1401	29611.63	12.9019111328125	10.41688833097485	89.76537	2.508597
14080000	754.69	257	1400	29667.59	12.7251689453125	9.955349143174237	72.62696	2.1015973
14112000	845.79	256	1619	29723.17	12.380373046875	9.90449156317476	101.643	2.243089
14144000	811.51	257	1615	29779.64	12.0094892578125	10.070827299680994	82.56615	1.7033112
14176000	738.42	257	1598	29836.78	12.618193359375	10.101532990096107	78.18457	1.820209
14208000	754.13	257	1490	29893.33	12.6238759765625	9.890441250267857	73.25488	2.1733098
14240000	783.61	257	1618	29950.34	12.261275390625	9.493840519647462	75.85297	1.3027818
14272000	720.76	256	1691	30007.54	13.1399140625	11.437818643102364	107.97394	2.1657863
14304000	789.34	257	1602	30064.6	12.57418359375	10.061810535385767	70.913086	2.0792928
14336000	831.59	257	1678	30121.7	12.599681640625	10.242478185234274	110.60233	1.9846511
14368000	738.55	257	1602	30179.9	12.81561328125	11.210244338327332	112.22705	2.2819924
14400000	843.84	256	1945	30238.28	11.93610546875	9.639570546061686	101.239716	2.0378861
14432000	756.97	256	2125	30296.19	11.7788662109375	8.833171676979905	81.655365	2.4125774
14464000	808.17	256	1620	30353.64	11.4324658203125	9.445748878463792	119.45541	1.9644909
14496000	807.77	257	1696	30410.87	12.176201171875	10.142366279621339	103.50964	1.920188
14528000	763.12	250	1625	30468.83	12.9986826171875	11.069335458824979	96.05379	1.5814362
14560000	796.57	257	1529	30525.83	12.312998046875	10.490093541051005	111.33052	2.2894106
14592000	783.48	256	1697	30583.54	12.005681640625	9.932044886376621	74.99565	2.4004786
14624000	748.71	256	2123	30641.91	12.852955078125	11.477384011611706	148.06035	2.4234307
14656000	785.13	257	1626	30699.56	12.4747080078125	10.820198848681109	100.86068	1.9682822
14688000	809.24	257	1629	30756.8	12.5684248046875	11.832423673956237	162.4158	2.141777
14720000	750.64	250	2128	30814.99	12.950423828125	10.605327375899341	99.80218	2.2553718
14752000	809.77	257	1428	30875.48	12.66238671875	11.353939982446622	109.38009	2.1848235
14784000	780.56	257	2132	30939.14	12.4810693359375	10.74736522944112	115.61596	1.3423498
14816000	714.83	246	1692	31005.26	12.548783203125	10.662474721540962	79.28973	2.1475015
14848000	772.29	257	1669	31072.94	12.0904990234375	10.305528325248542	109.32501	2.0137115
14880000	761.68	257	1422	31137.99	12.2421787109375	9.557932732814141	86.94461	2.310731
14912000	802.5	257	1620	31205.36	13.2944921875	12.141831101609014	164.16534	2.365313
14944000	765.64	256	1615	31272.33	12.7010625	10.285543556370756	75.05539	1.7744958
14976000	801.22	256	1924	31338.1	12.50141796875	10.608655811411737	86.858315	2.2110279
15008000	737.04	253	1634	31402.03	13.0852080078125	11.115214797744576	128.8694	2.3425694
15040000	836.65	257	1628	31463.29	13.04743359375	11.477060000278817	91.13897	1.9624925
15072000	730.57	257	1552	31526.3	12.89127734375	10.800224968721716	84.93992	2.173473
15104000	796.05	257	1691	31587.65	13.81553125	11.20418832122613	86.024635	2.373366
15136000	788.83	257	1826	31648.21	13.00424609375	11.184997625167384	95.265274	1.9824487
15168000	832.18	253	1693	31708.5	12.91649609375	11.1035741711847	109.37239	2.4378116
15200000	831.13	257	1625	31767.73	12.589189453125	10.048002366764251	85.043045	1.9804386
15232000	811.35	253	1628	31826.66	12.3305830078125	9.39821126598035	75.19411	2.2635999
15264000	741.18	257	1632	31886.2	13.21331640625	11.070835136745556	106.05808	2.0660987
15296000	778.21	257	1690	31945.75	13.209646484375	10.844770485123233	74.927505	2.4511375
15328000	781.7	257	1492	32005.51	13.1052626953125	12.15343894233233	113.30209	1.8174849
15360000	778.91	256	1632	32065.61	12.857359375	10.34335120077144	83.17757	2.2294264
15392000	841.72	257	1991	32124.12	13.7661708984375	12.049443711225843	130.61485	2.4359734
15424000	699.04	257	1582	32180.83	13.92051171875	12.75950013715271	137.98917	2.2928786
15456000	686.19	257	1620	32236.43	13.6925029296875	10.665187600905105	94.16572	2.6705413
15488000	809.33	257	1610	32291.59	13.678912109375	11.829552506329224	97.463066	2.278178
15520000	794.68	257	1608	32347.22	14.3532138671875	12.700697569425074	149.41252	2.1999903
15552000	799.34	257	1614	32403.15	13.84965234375	12.15469816572999	138.72835	2.7711596
15584000	752.09	257	1618	32458.74	13.67136328125	12.546311709024291	105.41891	2.7446873
15616000	790.56	256	1626	32514.37	13.014748046875	11.338022314319195	119.894	2.394388
15648000	775.26	256	1628	32570.44	13.94312890625	13.348219684662071	145.3146	2.3738606
15680000	688.86	256	1611	32625.76	13.666240234375	11.578125927800233	116.26064	2.592939
15712000	896.09	256	1613	32681.08	12.8161298828125	10.451644607429014	81.90982	1.8890886
15744000	775.39	256	1690	32736.51	13.400078125	12.319214539693673	159.4043	2.1969671
15776000	816.83	257	1717	32792.02	12.80037109375	11.02678698669744	115.65968	2.3549452
15808000	808.48	256	1619	32847.37	12.91637109375	11.071809994869854	107.79852	2.3625066
15840000	787.4	257	1491	32902.65	12.794544921875	11.602982509898048	100.20656	2.2803633
15872000	762.52	257	1611	32958.38	12.15189453125	11.008386007948667	106.22807	2.443984
15904000	892.53	257	1617	33014.79	12.322525390625	10.925153746057765	129.19551	1.8612103
15936000	801.16	257	1621	33071.25	13.00185546875	12.158408869996107	112.07794	2.3064084
15968000	845.85	257	1625	33129.61	12.138994140625	10.866462884720125	110.54819	2.3098257
16000000	791.54	253	1620	33185.7	13.071171875	11.813790934750791	100.22695	1.8125942
16032000	861.66	257	1695	33242.71	12.59975390625	10.697603776664192	105.93104	1.5485113
16064000	850.18	257	1626	33300.04	12.3951298828125	10.98760203308711	124.70701	2.2609625
16096000	892.37	257	1816	33357.63	13.559169921875	13.02632071039248	118.16495	2.1824584
16128000	862.94	256	1603	33415.5	12.724078125	13.39817035083522	181.5603	2.228361
16160000	837.4	257	1629	33475.06	12.7807041015625	12.421243773270051	137.02559	2.3096368
16192000	864.78	257	1695	33535.23	12.469755859375	11.950583144767455	97.98832	2.096014
16224000	834.16	256	1619	33594.96	12.5029423828125	12.449764053989135	136.02283	2.0923948
16256000	822.87	257	1693	33655.54	13.008650390625	12.890948859568097	142.7133	1.819082
16288000	764.79	257	1716	33714.89	12.789078125	11.801808653761508	107.636925	1.7872705
16320000	757.67	257	1620	33775.46	12.827755859375	12.25130350207683	107.002106	2.376215
16352000	766.11	257	1597	33836.49	13.6239921875	12.706362825372176	113.06194	2.1519806
16384000	819.6	253	1429	33899.11	12.2894755859375	12.130689386840304	136.82248	1.5385959
16416000	743.94	256	1611	33961.11	14.04513671875	13.996225495647032	117.4997	2.0215073
16448000	805.83	257	1691	34022.3	14.411646484375	15.129463184462296	220.72412	2.3837729
16480000	839.13	253	1619	34086.57	13.534734375	12.88087729931467	97.96633	2.4407408
16512000	753.27	257	1626	34156.24	13.2287138671875	13.728000013658217	134.99019	2.2079833
16544000	865.65	257	1696	34222.33	13.01049609375	12.49136076454443	111.5953	2.1280403
16576000	889.79	257	1808	34292.24	13.141900390625	12.636864474623442	113.05496	1.9858402
16608000	884.22	253	1818	34360.45	13.25963671875	13.00547240587592	147.9896	1.9427841
16640000	761.22	256	1617	34430.47	13.2411689453125	11.53881357636044	90.92427	2.0749469
16672000	611.22	257	1402	34496.74	12.783376953125	12.036473216852185	93.10029	2.218218
16704000	753.75	257	1690	34561.98	14.616775390625	14.289881691252731	129.74068	2.0808387
16736000	766.53	257	1687	34626.85	15.053822265625	15.044337597581357	140.7891	2.5661583
16768000	854.13	257	1621	34691.34	14.1238369140625	13.114388567523841	117.60094	2.179391
16800000	856.65	257	1620	34756.12	12.88896484375	12.283348103224952	105.92695	2.5151837
16832000	738.3	257	1658	34820.88	14.250888671875	13.55984536231885	119.170616	2.2749727
16864000	842.76	257	2119	34884.88	13.863419921875	12.661493666823041	98.830055	2.2422519
16896000	807.74	256	1695	34949.73	14.2198974609375	13.554917811443934	117.43738	2.2886229
16928000	857.76	257	1613	35011.37	13.158513671875	11.519230524431743	81.57355	1.9025526
16960000	738.6	240	1673	35073.96	13.1618828125	11.591939548669153	93.64732	2.1748116
16992000	780.87	257	1622	35137.95	13.4076669921875	12.143042632511836	115.13344	2.1045365
17024000	849.68	257	1716	35200.56	14.263953125	14.128121336540113	145.03622	1.9424622
17056000	835.35	256	1618	35262.58	13.129423828125	11.416259991236183	86.2104	2.0043
17088000	799.34	257	1621	35327.84	13.6511484375	13.225834094680001	109.534515	2.2187126
17120000	810.69	250	1677	35392.45	13.263970703125	12.395092274767462	131.05705	2.0480738
17152000	830.56	240	1618	35457.39	13.596849609375	12.89804248713734	122.2569	2.2500024
17184000	843.91	256	1620	35523.63	12.957982421875	12.625538354858378	146.56274	1.8433708
17216000	827.77	256	1954	35590.5	13.0526181640625	12.797510744281483	135.73177	1.928568
17248000	826.69	257	2132	35657.84	12.486615234375	11.562437837670739	101.317085	1.6854722
17280000	806.01	256	1691	35728.48	12.65742578125	11.821935385122016	93.79112	1.9977865
17312000	891.2	257	1714	35793.54	13.195140625	13.285237930688332	164.5616	1.6032177
17344000	796.08	256	1605	35858.52	12.3069560546875	11.694548008580751	146.9917	2.0047696
17376000	799.62	256	1493	35922.22	12.3951416015625	11.38177717065749	91.925514	2.1865835
17408000	825.18	256	1631	35984.8	12.0537412109375	10.637571239479433	88.965004	2.285872
17440000	841.99	257	1628	36047.76	12.312505859375	13.027131543436568	143.46797	1.4377863
17472000	778.05	257	1611	36110.8	11.626685546875	10.41729106461944	122.652824	2.4046452
17504000	798.2	257	1431	36171.97	11.957498046875	11.107651501330063	163.68867	2.0175254
17536000	717.28	256	1617	36232.06	11.504109375	11.07465575085745	118.03584	1.7515011
17568000	887.12	257	2016	36293.64	12.1996171875	12.007984973549892	125.058655	2.1824586
17600000	790.78	256	1816	36355.44	12.236904296875	11.221213865932686	120.48683	1.6720142
17632000	781.79	256	1693	36416.05	12.40385546875	11.252272339954272	111.90475	1.9648464
17664000	795.08	256	1621	36474.76	12.989466796875	12.109079754465242	107.63433	2.0245197
17696000	816.29	256	2013	36535.75	12.417775390625	11.201886699346677	106.68219	2.2575548
17728000	822.54	256	1611	36595.29	12.971572265625	11.381057453066477	158.38922	2.2262228
17760000	832.11	257	1616	36654.39	13.055572265625	11.693710248462633	110.36898	2.4227536
17792000	831.28	257	1612	36713.45	12.9018642578125	10.83561834876072	124.2375	1.8755738
17824000	755.27	257	1691	36772.54	13.1764462890625	11.681816800052978	121.06423	2.2242534
17856000	917.84	257	1615	36830.94	13.3431875	12.307783360540597	145.2961	2.2356205
17888000	865.87	257	2417	36888.34	13.80653515625	12.80681032205131	104.62942	2.4186878
17920000	740.42	257	1676	36947.34	14.1723564453125	12.215866987242453	107.547165	2.1073782
17952000	862.69	257	1714	37005.43	13.2474140625	11.979649410562898	136.04192	2.1682632
17984000	852.6	257	1689	37064.41	13.5705322265625	12.234288393690905	123.59344	1.996556
18016000	843.94	246	1715	37121.98	13.532501953125	12.691511065472069	115.78035	1.6159852
18048000	841.87	257	1629	37179.27	13.657701171875	12.52338749600123	106.38385	2.0199118
18080000	807.84	257	1910	37237.25	13.02420703125	11.114144282174854	102.25985	2.225389
18112000	825.4	256	2320	37294.62	13.24015234375	11.519162702861697	109.98859	2.4146197
18144000	851.57	257	1692	37351.63	12.9761806640625	12.475725179323245	118.69324	2.4925015
18176000	831.55	256	1691	37408.83	13.0902734375	13.49113887427596	140.76886	2.1293535
18208000	928.68	257	1951	37467.58	12.4789951171875	11.08896551757647	86.41791	1.3727133
18240000	787.84	257	3050	37526.57	14.301515625	13.383658996141525	101.64077	1.9751062
18272000	735.81	256	1691	37588.21	13.6442451171875	11.787959296460096	117.38879	2.38228
18304000	755.49	250	1611	37650.86	13.797451171875	13.849013954069077	162.52727	2.436349
18336000	802.01	257	1619	37715.4	12.9855888671875	11.966319923017268	137.8367	1.9495516
18368000	933.65	257	2126	37774.89	13.573541015625	12.966549512109998	119.5332	2.1981473
18400000	879.65	257	2018	37844.72	12.95998828125	12.029087143254054	106.49789	2.3689153
18432000	735.87	256	1491	37913.76	13.2446298828125	11.939294367758926	86.34273	2.039162
18464000	858.11	250	2234	37981.34	13.47415234375	13.245173649295808	155.564	2.2618582
18496000	874.84	257	1630	38048.48	13.38821484375	12.689206781749599	105.97801	1.9076753
18528000	789.45	257	1678	38113.5	12.745115234375	11.926718953677076	109.715034	2.2557318
18560000	868.5	257	1694	38177.7	13.46581640625	12.774282024834115	113.210205	1.9282702
18592000	812.13	257	1694	38241.17	13.929400390625	13.459492468143068	155.5304	2.3347764
18624000	793.12	257	1803	38302.16	12.7535869140625	11.721979221744082	109.763336	1.9325333
18656000	900.67	257	1696	38362.69	13.848361328125	13.718529895728624	115.68727	2.1823287
18688000	816.61	257	1685	38422.96	12.956349609375	11.73721578463138	98.38144	2.022849
18720000	795.08	256	1695	38482.48	13.6713251953125	12.366435167419914	89.7594	2.4631283
18752000	824.93	257	1695	38540.8	14.05509375	13.077154459208623	126.63649	2.3820052
18784000	855.15	257	1630	38598.32	13.744580078125	12.467897527249733	94.70748	2.5015566
18816000	872.68	257	1689	38655.79	14.111017578125	12.351723057938111	92.704384	2.049502
18848000	772.74	256	1689	38712.45	14.016142578125	13.286145274307367	115.832596	2.2411258
18880000	804.91	256	1611	38768.96	13.679244140625	12.565947288207125	139.81189	2.0380476
18912000	854.31	256	1624	38825.37	13.016625	11.486055404271738	103.76703	2.261615
18944000	884.04	256	2124	38881.1	13.21868359375	12.22843510020804	90.65499	1.9155002
18976000	877.01	257	1686	38936.8	13.461587890625	12.713837196141847	130.33118	2.3133197
19008000	901.44	257	2020	38992.27	13.3966787109375	11.84344359761974	139.13567	2.4923232
19040000	749.9	256	1815	39046.6	14.99571484375	15.358076051380914	179.4609	2.4662008
19072000	791.41	257	1611	39101.46	15.48878125	14.794790045823563	123.53508	1.981134
19104000	814.37	257	1694	39156.83	14.011720703125	13.91827205061749	152.18896	1.8075613
19136000	767.91	256	1612	39211.68	14.1717685546875	13.611511672110487	120.24517	2.1570387
19168000	919.98	257	1618	39266.9	13.6799921875	12.735921148468217	143.81201	2.1564784
19200000	837.87	256	1691	39322.61	13.8549453125	12.411283928345206	138.26907	2.701754
19232000	806.95	256	1624	39378.15	13.45385546875	13.535623138592475	152.34372	2.207584
19264000	792.49	250	1696	39434.11	14.2525595703125	13.047017139944288	111.482635	2.4381473
19296000	946.07	257	1625	39490.46	14.0860625	13.900726712118328	108.482254	1.7772948
19328000	950.08	257	1814	39546.52	13.4252255859375	12.585983026764337	98.528595	2.1376143
19360000	894.42	257	1706	39601.44	13.31466796875	11.776924603859872	108.52922	2.2256863
19392000	915.85	256	1827	39656.82	13.968314453125	13.481880780328833	141.09235	2.5507874
19424000	864.37	256	1618	39712.83	13.34275390625	11.739766820512237	122.84337	1.7284646
19456000	829.57	257	1694	39769.21	13.7618349609375	12.869424763756927	143.76137	2.232637
19488000	929.17	256	1814	39826.14	13.220634765625	12.78871511822044	122.06334	2.501586
19520000	875.2	256	1694	39883.92	12.271205078125	10.531975865192628	73.79302	2.0614495
19552000	821.37	250	1690	39940.94	13.15547265625	11.88313405630013	126.84045	1.6508675
19584000	823.69	256	1693	39997.96	12.5456904296875	11.25876464138051	166.49991	1.5945663
19616000	871.41	256	1692	40055.24	14.178330078125	13.508110410971625	150.08391	2.705995
19648000	870.36	256	1711	40111.77	14.11086328125	14.124455741726829	138.90802	2.529855
19680000	816.81	256	2006	40167.97	13.704505859375	13.782527435125969	162.0123	1.7800806
19712000	896.68	250	1770	40223.94	12.139017578125	10.924433623762836	89.948494	2.3114738
19744000	801.97	256	2013	40280.21	13.0646630859375	11.980704538965979	101.77722	2.5184493
19776000	874.91	257	1960	40337.07	13.3341953125	13.471658328691387	131.83752	1.7292795
19808000	934.29	257	1623	40392.98	12.4852958984375	12.073980288206537	144.56245	2.3205876
19840000	886.25	256	2109	40448.93	12.55709765625	12.25223385244503	115.05545	1.7764285
19872000	847.54	257	1768	40504.78	12.704078125	11.951599657577225	119.63538	1.7516696
19904000	870.04	257	1664	40559.58	13.156255859375	12.601584721772099	124.16411	2.2604306
19936000	883.13	256	1779	40615.58	13.17269140625	13.177671100198245	150.38747	2.2447686
19968000	872.17	257	1689	40670.61	12.23637890625	12.019337284143415	104.38279	2.1869578
20000000	959.76	253	2306	40725.25	12.5225126953125	12.448225275114522	116.97239	1.6121027
