TotalEnvInteracts	AverageEpRet	MinEpRet	MaxEpRet	time	Averageloss	Stdloss	Maxloss	Minloss
16000	582.29	218	1321	62.16	0.36692598582839153	0.2877948121153933	2.2128835	0.019274019
32000	684.82	215	1316	127.96	1.0543704833984375	1.0042193091643068	6.4180636	0.10293007
48000	622.2	215	1310	193.85	2.59162890625	2.3266380528363775	22.044237	0.26576376
64000	724.63	215	1866	258.94	4.1319013671875	3.9191353727974874	23.037773	0.3217246
80000	644.74	218	1801	324.22	5.64369140625	5.663934351998618	39.728226	0.4005476
96000	634.54	217	1520	391.35	7.3872587890625	7.859209615556135	70.46712	0.66920805
112000	688.19	223	1642	458.23	9.42903515625	10.229362608442424	68.500496	0.7070991
128000	703.13	217	1808	525.87	11.178546875	11.718348326449423	86.12129	0.98463416
144000	651.75	226	1670	593.56	12.93993359375	13.399029815624711	83.71689	1.0723767
160000	721.54	215	2973	662.77	12.33396484375	14.345905339155141	138.74246	1.3632166
176000	640.05	215	1827	730.16	13.122638671875	13.713065166110749	83.13621	1.285433
192000	666.02	223	1900	797.34	13.3406298828125	13.26205465793291	80.31939	1.2422452
208000	711.2	215	1320	863.19	13.2208046875	11.607365657202328	83.28836	1.0569108
224000	708.18	217	1316	931.15	13.276919921875	12.236035407761781	83.5659	1.3146992
240000	668.36	222	1407	998.21	11.647017578125	10.334299685997111	91.488045	1.2971847
256000	661.46	218	1325	1066.82	11.1388515625	9.86020965167577	76.39852	1.3103515
272000	621.15	218	1320	1134.3	11.2161171875	9.434713164691336	83.13939	1.6122601
288000	465.46	217	1550	1202.31	10.670791015625	8.9691628824824	67.52576	1.3426934
304000	543.7	222	1300	1271.06	10.164513671875	8.34085061984088	45.496002	1.2228247
320000	424.84	215	1298	1341.27	10.337322265625	8.106888949375092	61.18126	1.2701993
336000	416.85	222	1313	1409.84	9.242607421875	7.712471890143264	53.699017	1.2087951
352000	463.56	222	1233	1480.7	9.225767578125	7.215151159192716	51.3879	0.9994135
368000	427.78	223	1044	1553.15	8.7332392578125	6.991610485968165	43.144585	1.0343046
384000	328.82	218	1241	1625.22	8.73254296875	6.387916449242272	46.969147	1.4249295
400000	397.89	226	1307	1697.21	8.914072265625	6.211513377390409	38.085464	1.4622205
416000	352.67	223	1659	1769.0	9.139775390625	6.426106422243565	37.7958	1.2805811
432000	365.74	218	1006	1842.93	8.9302041015625	6.302455498652886	47.50589	1.27935
