TotalEnvInteracts	AverageEpRet	MinEpRet	MaxEpRet	time	Averageloss	Stdloss	Maxloss	Minloss
32000	637.56	215	1312	75.21	0.3483275107431953	0.32364583517573087	2.7086077	0.0024851726
64000	617.55	215	1285	161.26	1.168739990234375	1.1099523145725676	8.912391	0.091331676
96000	649.03	215	1521	248.26	2.589675537109375	2.3480859891622368	16.638512	0.24234699
128000	698.59	215	1534	335.29	3.9554736328125	3.729019433778805	25.408987	0.47695225
160000	709.42	223	1649	422.74	4.34365673828125	4.748345106455511	29.245464	0.4171151
192000	618.48	215	1396	512.19	6.0801337890625	6.909499235653768	46.669342	0.5133209
224000	732.91	223	1385	599.29	7.3331220703125	8.499527560400049	61.309753	0.7103604
256000	759.36	223	1830	687.13	8.171392578125	9.569354977609516	59.774075	0.7170158
288000	723.23	217	1390	774.37	9.35640234375	10.647020196397676	82.86533	0.96001136
320000	708.12	218	1316	862.18	9.88580859375	10.9366381803322	99.933304	0.808256
352000	614.61	217	1322	949.3	9.978857421875	10.1671664409264	65.52605	0.6392151
384000	730.91	217	1406	1037.15	9.6555859375	9.504499345704643	60.781967	0.8567066
416000	671.89	222	1665	1123.05	9.795720703125	8.566798191273097	50.90018	0.8624312
448000	653.17	223	1426	1210.22	9.623994140625	8.269323959671674	63.680397	1.145751
480000	623.47	222	1307	1296.98	9.687740234375	8.641662347314895	68.54953	1.0408051
512000	623.43	222	1306	1384.21	9.2037021484375	8.709547562876041	68.88015	0.8886971
544000	472.77	226	1288	1477.11	9.144296875	7.873039190411159	64.80113	1.1277486
576000	484.19	231	1291	1565.32	8.1493701171875	7.373489252043432	45.730957	0.7995218
608000	376.11	231	1305	1653.5	8.3076123046875	7.0196426413671515	43.208714	0.97106147
640000	398.25	223	1039	1742.31	7.7780927734375	6.521209686956094	51.554085	0.7740339
672000	449.38	218	1298	1831.02	7.066728515625	5.9777435516045685	46.20235	1.0417457
704000	304.4	226	1029	1919.53	7.4524638671875	5.688297334220496	42.670746	0.8703656
736000	472.93	223	1301	2005.62	8.12122216796875	6.264739806548234	47.45307	1.3903027
768000	380.79	223	800	2091.9	8.8547470703125	6.2352425774784415	46.02231	1.3637831
800000	441.32	223	1043	2177.21	8.7621923828125	6.446004697679021	46.858673	1.8265474
832000	491.75	223	1304	2262.55	9.3586826171875	7.052599254884684	55.605637	0.954416
864000	517.35	223	1670	2349.83	9.490419921875	7.31182555650434	52.613197	1.2473502
896000	423.08	223	1312	2436.7	9.7272666015625	7.633315394129212	50.635433	1.353692
928000	434.78	223	1312	2523.88	10.3124248046875	8.75887853123903	61.5942	0.9772015
960000	538.04	223	1299	2611.96	9.546048828125	8.79601028165611	68.327515	1.1636147
992000	602.77	226	1311	2698.21	9.87596484375	9.52565450507208	69.51784	1.156431
1024000	311.66	226	1297	2785.47	9.7455517578125	9.5886464438418	94.323814	1.0005835
1056000	483.91	226	1306	2872.54	9.5534638671875	9.526388104234469	74.57019	1.0209243
1088000	276.29	226	1300	2960.84	9.0450078125	9.370453064019904	84.25831	1.4467745
1120000	308.44	226	1300	3050.26	9.79512890625	9.345890223114115	67.67742	1.2838063
1152000	310.8	226	1307	3139.47	9.3452841796875	8.86589497738384	61.309723	1.4315088
1184000	254.07	226	1274	3228.88	10.16303125	10.306640001717339	74.30885	1.134078
1216000	388.45	226	1299	3317.71	9.2089072265625	9.267530263640902	69.585335	1.1865687
1248000	327.35	231	1286	3406.15	9.52357421875	8.521357359599467	63.451336	1.0869932
1280000	314.65	226	1285	3495.78	9.4042177734375	8.787599128174886	62.307735	1.0934821
1312000	487.72	215	1313	3582.85	8.9818017578125	9.221165361547314	102.72485	1.1885397
1344000	330.77	231	1300	3671.81	9.507234375	8.92491684134928	66.78058	0.910529
1376000	320.99	231	1294	3760.27	9.7110966796875	8.975647608947224	62.93228	1.0005791
1408000	245.1	231	1292	3848.08	9.53541796875	8.349515330245223	56.228115	1.2914345
1440000	462.96	231	1002	3934.02	9.6696240234375	8.951491234006767	51.823982	0.76439416
1472000	327.25	231	1032	4021.08	8.546921875	8.517547145452145	64.10418	0.77315605
1504000	367.93	231	1408	4108.6	8.15357470703125	8.524473957377078	63.22249	0.75642896
1536000	392.83	231	1370	4195.06	7.6090478515625	8.368621171525211	59.628883	0.7110671
1568000	372.97	231	1298	4281.75	7.070869140625	7.953118737718556	52.345146	0.65356266
1600000	380.92	231	1314	4368.84	7.1725205078125	8.364445775124613	68.18029	0.55352557
1632000	381.61	231	1303	4454.72	6.90473876953125	7.849233143275845	61.71393	0.60664475
1664000	359.54	226	1311	4541.01	6.60353173828125	7.079927336756359	38.057106	0.471948
1696000	372.71	226	1290	4627.72	6.621423828125	7.487549822455273	69.61621	0.6385014
1728000	374.72	226	1286	4713.62	6.6896318359375	7.854410584187715	84.89936	0.4370435
1760000	705.98	226	1865	4798.48	6.7848203125	7.684955879834314	49.41317	0.61536217
1792000	505.61	226	1823	4883.25	6.46234814453125	7.257777616977528	52.869583	0.7766988
1824000	589.25	226	1794	4967.98	6.6840810546875	7.562251545505479	54.683903	0.81467426
