TotalEnvInteracts	AverageEpRet	MinEpRet	MaxEpRet	time
2560000	651.15	217	1818	1967.74
2592000	679.01	218	2922	1993.15
2624000	611.63	217	1552	2017.88
2656000	620.53	215	1827	2042.64
2688000	715.43	217	1403	2067.51
2720000	678.09	218	1862	2092.72
2752000	743.83	215	2938	2118.52
2784000	659.82	217	1669	2143.9
2816000	676.22	217	2241	2169.1
2848000	625.94	215	1825	2194.28
2880000	663.35	217	1549	2218.5
2912000	646.15	217	1535	2242.91
2944000	654.94	218	1372	2267.92
2976000	657.44	217	1317	2292.85
3008000	673.52	217	1543	2317.77
3040000	679.44	217	1542	2342.57
3072000	649.18	218	1637	2367.57
3104000	664.05	218	1388	2392.2
3136000	645.97	222	2436	2417.15
3168000	679.7	217	1535	2441.73
3200000	702.49	217	1799	2466.35
3232000	676.91	215	1540	2491.58
3264000	627.4	217	1312	2516.46
3296000	713.77	217	1516	2541.42
3328000	597.66	215	1652	2566.66
3360000	660.92	215	1648	2591.09
3392000	644.41	217	1304	2616.15
3424000	641.92	215	1848	2640.97
3456000	713.45	217	1748	2665.62
3488000	668.5	218	2254	2689.99
3520000	670.9	222	1318	2716.23
3552000	658.45	217	1305	2741.5
3584000	596.51	217	1307	2767.08
3616000	639.04	215	1328	2791.96
3648000	656.34	215	1806	2817.01
3680000	680.75	215	1651	2842.5
3712000	652.68	215	2268	2866.7
3744000	680.98	218	2560	2891.73
3776000	654.23	215	1306	2916.24
3808000	655.85	215	1305	2941.04
3840000	677.6	217	1629	2965.96
3872000	651.05	215	2584	2990.99
3904000	635.68	217	1338	3016.33
3936000	690.29	217	1526	3041.34
3968000	663.46	215	1376	3065.95
4000000	666.37	218	1893	3090.56
4032000	653.13	217	2303	3115.56
4064000	600.49	217	1641	3141.0
4096000	647.25	217	1330	3166.54
4128000	629.02	215	1304	3191.77
4160000	678.43	217	1549	3217.37
4192000	611.77	217	1308	3243.12
4224000	645.07	223	1774	3268.48
4256000	654.28	217	1617	3294.17
4288000	650.7	222	1395	3319.92
4320000	682.79	217	1383	3345.97
4352000	663.21	215	1296	3372.42
4384000	603.09	218	1411	3398.58
4416000	638.36	222	1524	3424.76
4448000	629.19	215	1655	3450.29
4480000	631.47	215	1641	3475.7
4512000	672.72	217	1804	3501.12
4544000	679.88	217	1507	3526.94
4576000	652.77	217	1299	3552.84
4608000	642.32	223	1510	3578.47
4640000	630.51	215	1295	3603.99
4672000	683.1	215	2181	3630.37
4704000	674.18	217	1331	3655.73
4736000	709.7	217	1798	3681.52
4768000	655.58	217	1526	3707.19
4800000	677.89	218	1534	3733.01
4832000	618.67	217	1516	3758.52
4864000	616.0	215	1291	3784.34
4896000	678.6	217	1877	3809.1
4928000	686.48	215	1305	3834.39
4960000	668.68	217	1570	3859.81
4992000	673.78	215	1305	3886.22
5024000	638.97	218	1692	3911.78
5056000	623.52	218	1286	3938.87
5088000	763.75	217	1640	3964.21
5120000	682.8	217	2332	3990.4
5152000	687.16	215	1314	4015.96
5184000	726.12	222	1794	4040.78
5216000	665.9	222	1328	4065.94
5248000	689.23	217	1344	4091.68
5280000	636.83	218	1411	4118.44
5312000	647.54	217	2918	4144.0
5344000	641.45	215	1523	4170.19
5376000	633.9	215	1308	4196.47
5408000	720.53	217	1884	4222.23
5440000	740.85	217	1501	4247.68
5472000	663.77	217	1536	4272.79
5504000	685.46	217	1513	4298.21
5536000	648.62	217	1306	4325.04
5568000	670.9	215	1677	4350.74
5600000	701.6	217	2960	4376.43
5632000	634.3	222	1824	4401.77
5664000	699.61	217	1796	4426.8
5696000	653.62	217	1802	4451.58
5728000	669.9	215	1470	4476.81
5760000	675.73	217	1406	4501.25
5792000	678.1	223	1349	4525.8
5824000	625.65	218	1466	4551.13
5856000	650.47	217	2989	4576.53
5888000	648.73	215	1650	4602.45
5920000	661.82	215	1351	4627.61
5952000	684.11	217	2993	4652.84
5984000	612.7	222	1816	4677.64
6016000	674.77	217	2287	4702.52
6048000	637.74	217	1300	4727.02
6080000	623.55	217	1309	4751.57
6112000	670.2	217	1317	4776.41
6144000	643.41	215	1406	4801.34
6176000	657.73	217	1375	4827.01
6208000	655.44	223	1511	4852.84
6240000	596.7	218	1297	4878.02
6272000	696.53	217	1402	4903.47
6304000	622.01	215	1291	4928.67
6336000	711.72	218	1866	4954.01
6368000	691.22	222	1801	4978.06
6400000	621.15	223	1407	5003.5
6432000	608.39	217	1295	5028.14
6464000	633.66	215	1855	5052.77
6496000	592.89	218	1326	5077.23
6528000	766.69	217	1840	5101.79
6560000	744.47	217	2987	5127.06
6592000	687.21	218	1638	5152.99
6624000	639.24	215	1855	5178.88
6656000	609.25	217	1276	5204.85
6688000	647.29	218	1285	5231.2
6720000	672.13	215	1640	5257.11
6752000	650.04	215	1608	5282.45
6784000	713.28	215	2312	5308.84
6816000	698.63	217	2956	5335.01
6848000	658.78	215	1653	5362.16
6880000	626.13	215	1853	5388.63
6912000	686.9	215	1389	5414.6
6944000	648.57	218	1304	5445.42
6976000	691.04	223	1516	5472.03
7008000	646.62	215	1663	5497.77
7040000	685.4	217	1347	5523.41
7072000	702.72	217	2258	5549.65
7104000	707.37	218	1316	5575.9
7136000	700.85	215	1283	5601.3
7168000	685.57	215	1506	5628.41
7200000	672.01	223	1813	5656.04
7232000	689.99	217	2981	5682.07
7264000	620.12	217	1268	5708.14
7296000	683.22	222	1632	5736.76
7328000	688.58	217	2246	5766.99
7360000	624.34	215	1364	5793.84
7392000	645.65	215	1523	5819.43
7424000	637.63	215	1313	5845.18
7456000	675.53	222	1613	5871.84
7488000	659.51	215	1787	5898.07
7520000	636.31	215	1338	5925.7
7552000	669.95	217	1795	5953.52
7584000	635.68	215	1307	5979.56
7616000	610.34	222	1283	6005.31
7648000	702.01	217	1660	6030.94
7680000	667.88	215	2262	6057.8
7712000	669.11	218	1790	6085.18
7744000	659.2	217	1290	6111.65
7776000	719.93	222	1383	6136.64
7808000	672.99	215	1313	6166.08
7840000	712.71	218	1606	6194.48
7872000	646.8	217	1538	6222.05
7904000	647.58	217	2301	6250.21
7936000	671.96	217	1838	6278.56
7968000	675.79	217	1876	6305.44
8000000	646.75	217	1326	6333.29
8032000	689.12	222	1356	6365.48
8064000	639.61	218	1610	6392.31
8096000	636.62	215	1310	6423.46
8128000	657.22	215	1602	6451.08
8160000	681.18	217	2304	6480.15
8192000	664.11	218	1306	6507.03
8224000	627.24	217	1309	6534.55
8256000	734.85	217	2305	6561.52
8288000	627.96	217	1482	6587.95
8320000	630.57	217	1319	6619.11
8352000	621.27	215	1662	6649.5
8384000	650.34	217	1383	6681.11
8416000	663.38	223	1849	6709.36
8448000	678.01	217	3006	6740.52
8480000	667.62	223	3017	6770.86
8512000	650.64	223	2317	6799.39
8544000	618.45	218	1372	6826.83
8576000	646.51	217	1826	6854.1
8608000	751.84	217	1823	6886.35
8640000	652.23	217	1540	6914.07
8672000	679.02	215	1645	6943.4
8704000	701.58	218	1804	6972.46
8736000	626.33	215	1313	7000.2
8768000	624.31	215	1865	7030.42
8800000	696.52	218	1546	7059.12
8832000	714.86	215	1347	7088.45
8864000	691.3	215	1629	7116.83
8896000	654.79	217	2230	7143.82
8928000	643.79	217	1312	7174.4
8960000	625.34	217	1676	7202.99
8992000	680.76	218	1306	7232.9
9024000	659.64	217	1299	7261.84
9056000	633.18	217	1590	7290.08
9088000	631.94	222	1508	7317.0
9120000	635.78	217	1304	7345.89
9152000	601.78	215	1291	7374.96
9184000	648.17	217	1292	7400.55
9216000	666.47	222	1657	7427.32
9248000	706.06	215	1504	7453.11
9280000	646.95	215	1870	7480.98
9312000	635.73	215	1794	7506.37
9344000	687.7	215	1397	7532.1
9376000	599.59	215	1286	7561.99
9408000	664.33	222	2269	7590.11
9440000	658.76	217	1612	7615.86
9472000	727.16	217	1800	7641.51
9504000	691.56	215	1513	7670.84
9536000	638.81	215	1771	7696.62
9568000	630.15	218	1295	7722.78
9600000	649.34	215	1890	7748.35
9632000	553.26	218	1311	7774.47
9664000	654.39	217	1402	7801.01
9696000	663.83	217	1517	7826.05
9728000	641.85	215	1603	7855.21
9760000	655.48	222	2562	7881.02
9792000	677.84	218	1368	7908.21
9824000	662.49	218	1647	7934.24
9856000	725.71	226	1305	7960.77
9888000	662.67	215	1801	7989.13
9920000	642.56	217	1553	8013.66
9952000	657.3	215	1846	8039.71
9984000	686.08	218	1880	8065.76
10016000	618.94	215	1791	8093.76
10048000	645.4	218	1306	8120.57
10080000	705.46	215	2969	8147.01
10112000	614.71	217	1432	8173.43
10144000	687.18	217	1817	8198.63
10176000	618.1	217	1301	8223.85
10208000	596.73	222	1310	8250.71
10240000	664.26	215	1309	8277.94
10272000	612.57	217	1309	8303.78
10304000	610.61	217	1309	8329.81
10336000	572.54	215	1299	8356.3
10368000	647.38	215	1296	8384.79
10400000	633.92	218	1299	8411.35
10432000	670.32	217	1828	8437.19
10464000	629.88	218	1856	8464.48
10496000	716.97	215	1544	8490.32
10528000	684.64	215	1315	8516.07
10560000	626.88	215	2287	8543.77
10592000	566.96	217	1297	8569.15
10624000	678.85	217	1620	8596.26
10656000	656.48	217	1826	8621.47
10688000	696.42	217	1612	8646.06
10720000	677.01	215	1870	8673.3
10752000	617.74	222	1355	8698.98
10784000	708.84	217	1661	8727.04
10816000	608.31	215	1297	8752.67
10848000	679.29	218	1864	8780.11
10880000	665.98	218	1859	8805.96
10912000	664.15	217	1622	8834.15
10944000	684.68	217	1315	8859.75
10976000	606.09	218	1291	8885.06
11008000	653.03	217	1812	8910.68
11040000	675.02	215	2297	8938.36
11072000	671.7	223	1319	8964.94
11104000	644.15	217	1823	8991.19
11136000	649.36	215	1820	9018.54
11168000	682.05	218	1763	9043.47
11200000	686.24	217	1326	9069.96
11232000	605.7	217	1287	9095.24
11264000	688.26	222	1315	9120.38
11296000	631.36	215	1805	9145.9
11328000	707.65	222	1561	9172.45
11360000	624.9	215	1324	9197.84
11392000	634.22	215	1820	9226.63
11424000	650.33	217	1810	9256.75
11456000	631.18	215	1382	9284.93
11488000	673.06	215	2286	9313.61
11520000	653.35	215	1822	9343.14
11552000	653.25	215	1792	9373.21
11584000	657.31	215	1296	9400.28
11616000	632.96	215	1353	9428.47
11648000	616.54	215	1304	9457.61
11680000	647.94	222	1660	9485.98
11712000	649.81	215	1867	9513.89
11744000	633.33	217	1383	9541.58
11776000	650.17	215	1403	9568.33
11808000	676.91	218	1867	9595.34
11840000	655.76	215	1305	9624.74
11872000	615.35	217	1761	9652.55
11904000	607.31	218	1289	9682.1
11936000	622.78	218	1314	9710.14
11968000	617.28	217	1826	9737.07
12000000	639.8	218	1885	9765.1
12032000	679.43	218	1309	9794.99
12064000	698.73	217	2994	9821.52
12096000	674.88	215	2279	9848.55
12128000	660.09	218	1320	9876.91
12160000	639.92	217	1302	9907.71
12192000	640.67	218	1793	9937.15
12224000	709.43	218	1437	9965.96
12256000	666.25	215	1799	9994.08
12288000	596.26	222	1790	10020.06
12320000	618.26	217	1595	10048.52
12352000	724.95	223	1661	10077.28
12384000	632.45	217	1301	10103.85
12416000	628.44	217	1805	10131.56
12448000	724.18	218	2982	10160.75
12480000	632.07	217	1534	10188.97
12512000	629.93	217	1535	10219.71
12544000	629.56	217	1309	10246.76
12576000	667.73	217	1823	10273.6
12608000	693.81	217	2128	10301.69
12640000	674.81	215	2229	10328.71
12672000	620.24	218	1368	10356.7
12704000	645.51	218	1295	10384.42
12736000	618.67	215	1428	10412.0
12768000	662.43	218	1886	10437.16
12800000	687.05	223	1653	10463.87
12832000	650.06	217	1855	10490.73
12864000	690.03	217	2251	10517.65
12896000	644.29	222	2305	10545.51
12928000	658.87	215	1892	10571.39
12960000	694.64	217	1652	10597.56
12992000	665.79	222	1625	10623.24
13024000	618.42	218	1864	10649.7
13056000	672.38	223	1348	10674.7
13088000	677.88	215	1869	10701.91
13120000	614.87	215	1336	10728.71
13152000	660.52	217	1287	10754.48
13184000	650.87	217	1636	10781.75
13216000	714.81	218	1373	10808.35
13248000	653.18	218	1299	10834.55
13280000	648.93	217	1862	10861.25
13312000	653.3	217	1347	10886.01
13344000	622.71	218	1782	10911.87
13376000	681.46	215	2996	10938.15
13408000	629.7	215	1513	10963.41
13440000	636.85	215	1858	10990.82
13472000	703.57	222	1372	11016.71
13504000	654.48	218	1295	11042.52
13536000	590.37	217	1299	11068.77
13568000	677.68	217	1297	11094.08
13600000	633.72	218	1295	11121.33
13632000	681.66	217	1552	11148.41
13664000	628.56	215	1308	11174.23
13696000	650.83	218	1833	11199.88
13728000	612.39	215	1877	11226.46
13760000	632.68	215	1321	11253.6
13792000	658.63	217	1850	11279.63
13824000	635.61	223	1391	11305.99
13856000	647.88	215	1784	11332.85
13888000	650.13	223	2272	11358.36
13920000	611.71	215	1306	11385.42
13952000	666.35	217	1498	11410.1
13984000	653.65	218	1380	11436.19
14016000	678.41	222	1793	11463.22
14048000	676.2	217	1358	11489.05
14080000	654.47	217	2190	11515.15
14112000	590.83	215	1302	11541.52
14144000	653.55	223	1305	11567.3
14176000	595.93	215	1296	11591.61
14208000	619.05	215	1302	11616.25
14240000	679.14	215	1483	11640.98
14272000	739.55	215	1654	11666.47
14304000	629.85	222	1305	11692.63
14336000	633.35	217	1295	11718.19
14368000	669.99	218	1350	11742.4
14400000	643.51	217	1298	11766.55
14432000	694.86	218	1395	11791.19
14464000	689.16	217	1309	11815.84
14496000	616.77	215	1363	11840.52
14528000	611.31	217	1283	11864.97
14560000	725.48	222	1808	11889.38
14592000	626.72	217	1282	11913.65
14624000	652.99	215	1308	11938.2
14656000	690.62	217	1790	11962.91
14688000	654.96	217	1326	11986.73
14720000	651.08	217	1819	12010.72
14752000	630.2	215	1526	12036.44
14784000	632.9	217	1289	12061.53
14816000	718.47	218	1387	12086.26
14848000	683.08	217	1777	12111.03
14880000	605.48	215	1317	12136.02
14912000	664.6	222	1407	12161.36
14944000	623.12	222	1508	12185.8
14976000	648.18	218	1308	12209.29
15008000	715.72	217	2518	12234.17
15040000	655.69	222	1787	12259.54
15072000	594.95	215	1300	12284.68
15104000	664.9	217	1382	12310.18
15136000	687.68	217	1626	12335.19
15168000	637.18	217	1281	12360.59
15200000	588.86	217	1308	12385.67
15232000	620.19	217	1520	12410.79
15264000	718.79	217	1539	12434.99
15296000	728.76	217	1801	12459.72
15328000	664.53	218	2950	12484.35
15360000	639.86	215	1867	12509.92
15392000	638.96	217	2302	12534.81
15424000	619.79	215	1311	12559.68
15456000	606.26	217	1288	12584.57
15488000	719.1	215	1863	12609.45
15520000	619.83	217	1304	12635.39
15552000	654.94	217	1307	12660.18
15584000	666.99	215	2899	12685.46
15616000	709.62	223	1607	12711.89
15648000	617.88	215	1637	12738.0
15680000	676.89	215	2970	12762.79
15712000	598.23	215	1728	12788.61
15744000	644.18	218	1372	12813.47
15776000	669.77	215	1299	12838.91
15808000	620.76	218	1511	12863.66
15840000	645.26	218	1888	12889.31
15872000	621.09	217	1287	12915.46
15904000	629.11	217	1321	12940.69
15936000	629.89	215	1806	12965.85
15968000	662.24	217	1876	12991.0
16000000	667.41	217	1866	13015.72
16032000	636.73	215	1351	13041.46
16064000	609.64	217	1294	13067.26
16096000	718.53	215	1619	13091.53
16128000	632.97	217	2274	13116.71
16160000	594.16	218	1309	13141.6
16192000	672.47	218	1585	13166.37
16224000	606.9	218	1775	13191.59
16256000	714.54	215	1876	13217.08
16288000	657.96	215	1862	13242.76
16320000	655.79	217	2278	13267.78
16352000	677.67	222	1597	13292.73
16384000	691.64	217	1322	13316.77
16416000	665.06	222	1398	13341.73
16448000	616.5	218	1283	13367.1
16480000	653.06	218	1393	13391.52
16512000	620.05	217	1380	13417.38
16544000	562.0	217	1519	13443.08
16576000	605.43	217	1630	13467.78
16608000	686.76	217	1303	13492.67
16640000	666.73	222	1714	13517.04
16672000	616.95	217	1291	13541.74
16704000	667.97	222	2295	13565.95
16736000	676.31	215	1618	13590.1
16768000	662.81	215	1350	13615.0
16800000	715.24	218	1307	13639.88
16832000	696.67	215	1776	13664.55
16864000	624.12	215	1869	13689.42
16896000	608.91	218	1584	13713.87
16928000	618.33	222	1795	13738.04
16960000	654.97	222	1336	13762.64
16992000	647.19	217	1540	13787.07
17024000	714.41	222	1398	13811.9
17056000	610.23	215	1753	13836.26
17088000	631.95	218	1384	13860.84
17120000	706.21	215	1537	13885.23
17152000	637.34	217	1362	13909.94
17184000	677.36	217	1505	13934.57
17216000	669.35	217	1396	13958.51
17248000	656.7	217	1412	13983.36
17280000	685.91	218	1576	14008.3
17312000	639.75	215	1307	14032.68
17344000	630.7	217	1295	14057.03
17376000	586.23	215	1295	14082.27
17408000	639.44	218	1300	14106.54
17440000	674.18	217	1621	14132.13
17472000	636.85	215	1363	14156.95
17504000	678.32	217	1790	14180.88
17536000	669.64	215	1310	14205.95
17568000	654.24	223	1311	14230.67
17600000	688.33	217	1518	14255.07
17632000	650.48	217	1548	14279.64
17664000	720.07	217	2243	14303.95
17696000	700.73	217	1822	14329.37
17728000	657.79	218	1874	14354.51
17760000	640.09	215	1293	14379.83
17792000	696.11	217	2938	14403.7
17824000	657.32	222	1344	14428.46
17856000	610.41	217	1293	14453.3
17888000	631.72	218	1653	14478.25
17920000	682.76	222	1831	14502.99
17952000	697.07	215	3006	14527.96
17984000	613.53	217	1307	14553.32
18016000	616.12	215	1883	14578.87
18048000	611.71	215	1813	14603.65
18080000	619.6	217	1886	14627.44
18112000	618.58	215	1295	14652.01
18144000	696.99	217	1288	14676.56
18176000	621.72	218	1613	14701.9
18208000	655.99	215	1473	14727.34
18240000	587.15	217	1809	14752.26
18272000	614.59	215	1406	14776.98
18304000	701.95	215	2584	14802.32
18336000	590.68	215	1350	14827.69
18368000	655.67	218	1388	14852.05
18400000	663.32	223	1302	14876.76
18432000	599.02	217	1504	14901.63
18464000	665.68	217	1652	14926.89
18496000	638.06	217	1308	14951.99
18528000	602.17	215	1291	14976.75
18560000	669.19	217	1799	15001.27
18592000	674.66	218	1784	15026.64
18624000	670.51	215	1481	15051.68
18656000	623.06	217	1303	15076.27
18688000	673.52	215	1523	15100.72
18720000	695.84	217	1523	15126.3
18752000	659.85	215	1405	15151.78
18784000	662.67	215	1308	15177.01
18816000	625.24	218	1458	15202.2
18848000	622.52	223	1480	15227.74
18880000	747.43	223	1313	15252.6
18912000	715.43	215	1855	15277.56
18944000	672.61	218	1852	15302.37
18976000	637.21	217	1269	15326.41
19008000	664.27	215	1396	15351.61
19040000	649.49	215	1821	15377.3
19072000	688.88	223	2969	15402.31
19104000	610.8	217	1664	15427.09
19136000	669.33	215	2986	15452.04
19168000	671.45	217	1508	15477.77
19200000	652.83	217	1874	15502.06
19232000	643.94	217	1455	15526.31
19264000	631.21	215	1782	15550.46
19296000	671.42	222	1513	15574.3
19328000	702.46	217	1517	15598.61
19360000	676.89	222	1889	15623.19
19392000	642.1	217	1762	15648.16
19424000	648.96	215	1620	15673.66
19456000	766.57	223	1859	15698.17
19488000	608.94	217	1350	15722.4
19520000	617.43	217	1311	15746.91
19552000	611.15	217	1290	15770.63
19584000	624.84	218	1304	15795.39
19616000	673.75	215	1840	15820.46
19648000	716.98	215	2315	15844.98
19680000	691.94	215	2293	15869.5
19712000	648.69	222	1649	15894.84
19744000	654.93	215	1318	15919.49
19776000	650.04	215	1789	15944.32
19808000	650.57	218	1852	15968.77
19840000	678.99	217	1667	15993.15
19872000	629.34	223	1296	16018.22
19904000	567.83	215	1269	16042.97
19936000	630.35	217	1302	16068.27
19968000	676.09	215	1804	16093.44
20000000	681.46	215	1888	16118.84
