TotalEnvInteracts	AverageEpRet	MinEpRet	MaxEpRet	time	Averagemean_Q	Stdmean_Q	Maxmean_Q	Minmean_Q	Averageloss	Stdloss	Maxloss	Minloss
1984000	774.01	120	1520	4720.32	28.852453	3.0719016	39.804146	19.620663	3.4446702	5.177648	52.904957	0.39364845
2016000	774.92	120	1809	4795.37	30.497335	3.2545376	40.113636	19.961498	3.829057	5.115911	37.735004	0.48181868
2048000	816.08	194	1522	4870.96	33.817333	3.120376	44.07056	23.153439	3.8334675	5.383627	38.624035	0.4446345
2080000	790.25	-101	1516	4946.65	35.073242	2.8731396	43.82128	26.552956	4.031862	5.4807096	52.818356	0.36459523
2112000	809.53	120	1725	5022.49	35.301632	2.8677995	43.822296	25.250952	3.5199187	4.0694447	40.64781	0.43421298
2144000	818.14	397	2000	5097.59	35.73872	2.832327	45.614944	27.362062	4.27579	4.8739204	40.361572	0.5082728
2176000	888.54	120	1973	5172.95	34.00019	3.1232598	44.51895	23.548275	4.5180917	5.604198	44.903923	0.5108949
2208000	903.41	588	1828	5248.31	31.257433	3.2347903	42.36635	21.485548	4.7776265	5.9322715	54.057392	0.42127708
2240000	792.47	120	1760	5323.04	28.124275	3.4189765	39.79042	17.37072	4.26429	4.9078717	33.23361	0.44774646
2272000	856.65	569	1804	5398.26	31.337809	3.7504232	43.416267	19.607533	4.607075	6.629126	52.538586	0.5297619
2304000	857.83	120	1834	5473.34	35.37375	3.246468	45.636272	24.231476	5.258998	9.43494	67.19182	0.58300406
2336000	933.83	120	1834	5548.24	37.552975	2.9007466	46.333946	28.215351	6.118161	10.583365	78.16588	0.56084126
2368000	845.06	120	1822	5623.61	38.762	2.8277824	47.505066	30.16814	5.4437933	7.904512	57.896065	0.69156194
2400000	912.95	399	1831	5698.38	39.573833	2.5335917	47.173714	32.331078	5.869721	7.76259	64.911385	0.77348435
2432000	924.16	120	1834	5773.25	40.8934	2.5775638	48.286034	30.733938	5.0715656	6.150735	53.129055	0.6437305
2464000	1038.88	589	1836	5848.63	40.73091	2.496069	48.651573	33.37731	4.437535	5.527139	58.80212	0.650074
2496000	902.04	738	1836	5923.73	41.24718	2.5156884	48.507534	32.748875	4.6811366	6.145058	49.805748	0.84136933
2528000	812.77	27	1834	5999.22	43.008537	2.3752801	51.13851	32.942337	4.358597	5.651899	49.933872	0.61072046
2560000	823.2	120	1717	6074.49	43.802296	2.496233	51.02524	36.090122	3.9939694	5.0297832	50.187378	0.6379421
2592000	892.83	120	1832	6149.65	42.993923	2.7172887	51.654343	32.442497	4.0321417	5.0032167	51.880444	0.59050155
2624000	978.06	631	1941	6225.35	41.921295	2.8539994	51.06134	32.567123	4.498577	5.241064	54.464485	0.7065326
2656000	796.11	-69	1821	6300.26	40.74078	2.7104108	49.035774	31.622059	4.1758547	4.4986954	40.92168	0.5216981
2688000	869.27	395	1836	6375.58	41.19947	2.6003728	49.718475	33.013218	4.7799287	5.1286416	52.173367	0.6220715
2720000	808.06	548	1827	6451.15	39.759907	2.572525	48.18406	32.082245	4.2354174	4.337556	43.739826	0.74137914
2752000	934.51	587	1881	6526.49	40.72916	2.4148645	49.10939	32.834175	4.1754227	4.653974	38.949097	0.56078666
2784000	866.94	120	1840	6601.31	40.486942	2.328384	48.98363	33.146713	4.539466	5.3925023	57.96962	0.5394163
2816000	923.26	589	1838	6677.3	42.11967	2.5592365	49.99826	32.27811	3.8480837	4.4196906	44.713367	0.5614191
2848000	840.97	727	1833	6752.91	42.642883	2.643315	50.973907	33.420235	3.5796258	4.7662582	45.847336	0.4767908
2880000	948.04	120	1836	6828.01	42.628857	2.7493873	51.1856	32.9252	2.9527187	4.211898	52.56067	0.426893
2912000	880.26	778	1826	6903.61	43.881596	2.6596017	51.321785	34.08187	3.0906157	4.2663364	52.24508	0.3786207
2944000	874.93	120	1976	6978.78	44.26539	2.713123	53.137497	35.095226	3.7097561	4.6637373	37.729927	0.4401666
2976000	935.76	120	1836	7054.34	45.285984	2.6960616	53.40265	36.41851	4.6221943	5.975002	61.13746	0.5542424
3008000	939.11	120	1834	7129.61	46.630424	2.4423606	52.807693	38.70717	5.231256	6.630203	68.009514	0.463889
3040000	809.77	120	1810	7205.01	47.661045	2.389005	55.021225	39.55481	5.115794	6.186859	54.8588	0.7755333
3072000	976.26	120	1825	7280.68	48.379616	2.3926563	56.258614	41.31078	5.0944395	7.2139735	54.35291	0.8137157
3104000	1086.44	120	2011	7356.28	48.79308	2.4233534	56.37926	41.265907	4.7385535	5.9768806	72.68834	0.6748589
3136000	1051.31	120	2105	7431.65	49.3009	2.2391133	57.358322	42.192474	4.8933024	5.9451876	72.35641	0.6625736
3168000	939.97	379	1836	7507.18	49.943718	2.232209	56.116333	43.01619	5.7556868	6.2520676	60.359444	0.6245237
3200000	1128.57	397	2011	7582.99	48.52306	2.4616015	56.953903	39.324806	6.0148363	6.5775695	64.3678	0.7108944
3232000	1002.66	120	2134	7658.06	46.359962	2.6500359	53.72435	36.644394	5.59505	5.7928205	56.23269	0.8392829
3264000	1030.42	120	2003	7733.47	45.45014	2.7389429	53.748497	37.069633	5.333538	5.768406	69.66257	0.92626137
3296000	1022.35	120	2012	7808.59	46.21962	2.9011579	54.1246	35.97631	5.1383963	5.1732883	66.02671	0.5725933
3328000	925.11	120	2166	7884.1	49.43229	2.763421	56.77246	40.16992	5.174246	5.3766904	71.76148	0.6358147
3360000	1040.78	389	2008	7959.35	50.925903	2.5508602	58.405403	42.90543	5.3759093	5.8142676	61.43976	0.838257
3392000	968.66	412	2024	8034.38	51.16071	2.7082767	58.99527	41.55201	4.9663906	4.322734	39.566895	0.95570564
3424000	932.53	397	2164	8110.26	51.400692	2.8016942	59.549805	38.518013	4.9590673	4.5803056	42.150665	0.7799823
3456000	827.74	194	1839	8185.37	51.705494	2.7924411	60.486443	43.565086	4.572151	4.5662956	53.93107	0.77748466
3488000	1284.39	194	2152	8261.32	52.794876	2.7295382	61.977047	44.80571	4.1979003	4.9241333	80.610466	0.460836
3520000	1083.09	120	2115	8337.03	52.421524	2.5954924	59.79949	44.267143	6.3249626	7.4813485	95.77368	0.7373699
3552000	1053.18	194	2189	8411.55	51.411694	2.6074066	60.19127	42.989685	7.4846663	7.3002014	72.12427	1.1318184
3584000	895.58	369	2003	8486.62	50.32919	2.7097402	58.49672	40.15782	7.7621975	7.542524	60.62725	1.2373447
3616000	825.17	120	1834	8561.33	48.799774	3.0530756	58.25653	36.920677	6.4062567	7.0317645	68.47194	0.8627667
3648000	1088.09	523	2126	8636.99	46.471107	3.3918195	56.21821	34.49527	4.260167	5.1807914	54.697372	0.38749126
3680000	1117.26	523	2342	8712.47	45.000874	3.717846	55.544567	34.363434	4.090303	4.481996	62.13519	0.59194833
3712000	1116.14	120	2335	8787.41	43.234158	3.6554122	53.65229	29.780197	4.7261295	6.4187727	88.81746	0.71536934
3744000	1350.42	392	2185	8862.83	43.33728	3.6200273	53.06945	31.232725	5.893752	6.4648695	49.919067	0.8406445
3776000	1376.0	120	2323	8938.65	45.08426	3.5545275	55.04568	34.153305	5.4656906	5.765095	47.615883	0.7968961
3808000	1379.98	397	2300	9014.63	48.880154	3.232821	57.05844	39.5756	5.102663	6.158341	54.06118	0.51178885
3840000	1536.55	397	2342	9089.79	52.06888	2.8307383	59.795155	42.708847	4.3830266	5.206198	68.01856	0.72348017
3872000	1407.76	120	2196	9165.87	52.47934	2.879927	61.48175	43.585045	4.340379	5.4558554	66.23187	0.48921752
3904000	1416.73	412	2187	9241.66	53.01429	3.1109314	62.394638	43.600784	4.635988	6.81718	89.324005	0.7114166
3936000	1147.16	120	2174	9316.67	55.45017	3.0376737	64.28771	46.093422	4.3913403	6.336509	83.78347	0.59192824
3968000	1350.37	120	2203	9392.45	58.65111	3.1254485	68.281235	49.209953	4.958119	7.029617	97.21834	0.6787181
4000000	1388.59	671	2219	9468.26	59.84488	3.063199	68.55902	48.54313	5.6014004	8.76404	136.2276	0.58365786
4032000	1283.01	412	2343	9543.82	60.592014	3.0366879	70.38443	47.842304	5.0012064	6.973658	84.943344	0.62486637
4064000	1512.19	120	2343	9619.38	62.138325	3.1289313	72.0748	50.77144	5.2063065	8.826582	100.72318	0.66884243
4096000	1524.17	412	2196	9695.08	62.484962	3.2578456	72.092545	52.236233	5.589455	9.164163	84.66995	0.6272633
4128000	1302.4	120	2184	9770.45	62.937202	3.2499998	73.03641	53.041683	5.7691436	9.566954	75.840576	0.6739487
4160000	1042.08	258	2198	9845.38	61.826317	3.5767221	72.24057	48.03756	6.5777273	9.806685	107.02723	0.72630584
4192000	1151.25	224	2185	9920.34	60.321884	3.7476745	71.68783	47.614826	8.439242	12.91083	125.91596	1.1297336
4224000	1540.73	120	2414	9995.18	59.601048	3.863847	70.5967	46.76746	7.70833	11.464503	106.23945	0.77415514
4256000	1035.51	523	2208	10070.78	59.567272	3.8573725	75.57575	46.716644	8.04418	11.442885	99.65688	1.2266979
4288000	1219.97	120	2197	10146.59	59.662716	3.7587447	70.757385	46.569588	5.4729767	6.9845757	84.87581	0.75248957
4320000	1176.57	120	2204	10222.1	58.404667	3.9538941	69.186966	42.439514	5.027628	5.9165945	62.716732	0.68295205
4352000	1258.56	412	2182	10297.57	57.626556	4.0887804	68.30819	43.21512	5.3141203	6.8440967	66.263245	0.6327033
4384000	1305.14	120	2186	10373.22	59.26593	3.8748822	70.48555	45.338074	6.659838	10.743068	93.80634	0.8566565
4416000	1157.5	120	2206	10448.65	62.47371	3.4481335	72.355515	50.751007	6.99153	11.475778	128.87984	0.88888943
4448000	1431.96	120	2189	10524.35	63.083305	3.110095	72.9361	51.988884	8.437636	11.337658	88.530205	0.77918935
4480000	1243.47	120	2347	10600.18	60.615353	3.5797436	71.44971	48.702515	8.343434	10.744926	83.83934	1.0353875
4512000	1031.07	412	2196	10675.51	57.502422	3.8159335	68.42901	43.057903	7.7646422	10.701931	79.4304	0.5922297
4544000	1278.88	397	2185	10750.82	56.86636	3.5079439	68.21873	42.506454	6.8941474	11.534745	114.09447	0.7603058
4576000	1490.62	397	2185	10825.87	58.895824	3.2739196	70.010925	47.366074	6.991413	12.173957	111.31733	0.6764482
4608000	1197.48	120	2208	10901.31	61.246063	2.760591	69.49417	49.66725	7.109087	11.760304	88.28597	0.53616434
4640000	1281.2	120	2335	10977.35	61.39392	2.8791213	70.05383	51.374393	7.544835	11.711253	101.900696	0.72904736
4672000	1256.66	120	2420	11052.8	60.833595	3.1360474	69.9622	49.8755	7.4928703	9.311121	103.744385	1.1388164
4704000	1058.31	120	2185	11127.77	59.94789	3.171277	67.954575	50.3488	6.655166	8.345083	94.67557	1.1109169
4736000	1406.44	401	2183	11203.68	60.75097	3.2462819	69.66123	49.071518	5.52219	6.665916	85.251816	0.9684869
4768000	1259.36	120	2420	11279.21	61.18185	3.2231145	71.07162	48.144573	4.4423013	5.414289	72.7496	0.61559904
4800000	1327.09	523	2420	11355.05	60.316883	3.649898	70.67345	47.95721	4.0974627	5.4092274	79.40695	0.775226
4832000	1229.11	120	2354	11429.77	53.86229	4.688192	67.72648	39.424683	3.7703629	3.7895586	46.87194	0.8432883
4864000	1373.56	120	2219	11505.15	48.126217	4.3655195	61.530884	31.589943	4.370881	5.286965	73.24668	0.8317763
4896000	1262.24	582	2219	11580.38	48.491764	4.738825	64.44737	34.116013	4.995983	5.7434897	83.37033	0.85866034
4928000	1424.0	120	2411	11655.8	54.35667	5.134747	74.078	39.294334	7.5420027	9.390791	95.908936	1.0244504
4960000	1246.21	400	2195	11732.02	60.411606	4.2481623	72.613106	46.19583	7.7739706	9.511907	127.916306	0.80866075
4992000	1330.27	133	2339	11809.12	61.055428	4.083804	71.50079	47.344425	8.52589	12.1992235	138.85454	1.1135688
