TotalEnvInteracts	AverageEpRet	MinEpRet	MaxEpRet	time	Averagemean_Q	Stdmean_Q	Maxmean_Q	Minmean_Q	Averageloss	Stdloss	Maxloss	Minloss
32000	433.11	105	1207	54.91	2.1123152694465945	0.8868593786237564	4.534422	0.72944957	0.38407244451028766	0.2582222134216768	2.4163668	0.061949298
64000	445.22	105	1099	110.39	5.4254248046875	1.272092896338181	9.724221	2.3733053	1.4781641845703124	0.84149053663258	5.3499546	0.19244386
96000	384.9	105	1205	166.09	8.968560546875	1.5591355966027298	14.727209	5.0920525	3.11814990234375	1.7193272468150516	12.993932	0.7602352
128000	382.7	108	1207	221.99	12.419486328125	1.7510098230422995	17.938795	6.4000053	4.85094384765625	2.673863843123374	18.236221	1.1254103
160000	343.76	113	1208	277.9	16.32026171875	1.8005248258320405	21.527044	10.729266	6.28211767578125	3.5817249903154207	24.621449	1.1594741
192000	380.85	111	1213	334.06	19.732314453125	1.7262236658472883	25.662884	14.103182	7.8195595703125	4.404286796690243	41.76959	1.4154398
224000	404.63	111	1008	390.36	22.4523984375	1.5369943274130844	27.001913	16.677227	8.848634765625	4.7063753303365	40.9253	1.363351
256000	357.07	113	806	446.6	24.71816796875	1.4061683570050165	29.604677	20.543156	8.736759765625	4.883780953958725	41.0336	2.3030019
288000	515.85	120	840	502.78	26.359646484375	1.294941989379978	30.755257	22.364119	8.113673828125	4.833110290291853	31.800186	1.6751087
320000	465.48	120	1120	558.78	27.491513671875	1.3651548282440806	33.196465	22.785479	7.09150390625	4.489758310588667	31.299246	0.9952711
352000	259.29	120	804	614.95	28.25190625	1.4739765715891653	33.703804	23.70685	6.1637197265625	3.7339187744329014	30.648506	1.3261998
384000	524.54	120	1019	671.1	29.3029140625	1.5647146024465213	33.556187	24.711634	6.373021484375	4.043485066668975	42.045856	1.0742211
416000	599.13	120	1431	727.28	30.58512109375	1.525702322907388	34.62838	24.504326	6.044142578125	3.8456687284203253	39.51849	1.1782912
448000	576.56	120	1208	783.26	31.32685546875	1.5606906711753452	35.77909	26.250483	5.75514892578125	4.036954781298646	29.07508	1.0045835
480000	593.59	120	827	839.18	31.24627734375	1.6120786604325097	36.08803	25.731096	4.84413671875	3.3494920032278777	27.904348	0.81271553
512000	499.38	120	803	895.17	31.18202734375	1.6463424186283364	36.439857	25.821114	5.03541796875	3.7553888363923114	34.35717	0.75671816
544000	554.95	120	806	951.18	31.187701171875	1.4637150234666154	35.96737	25.950739	4.367439453125	3.334054284013684	27.136734	0.72193265
576000	596.36	120	806	1007.18	30.26158984375	1.4400485221317196	35.497955	26.21498	3.587739013671875	3.000636000292271	25.996277	0.52551454
608000	614.53	120	808	1063.16	29.057578125	1.456011498039035	33.197285	24.87645	3.328561767578125	2.8008799015052843	27.85365	0.4413674
640000	598.45	120	807	1119.01	27.283283203125	1.3724885622531158	32.28318	22.731455	3.2617119140625	2.702734617764478	23.114613	0.41052204
672000	688.27	382	808	1174.94	26.968544921875	1.5528036639414529	32.25685	21.643997	3.614365234375	2.756537063424189	26.971468	0.4616322
704000	702.18	-101	807	1230.76	26.385421875	1.5136181139646403	30.980661	22.09089	3.701162353515625	2.6895429190256936	17.885029	0.5466209
736000	632.61	-101	808	1286.74	26.15682421875	1.5790142142083063	31.119102	20.093735	3.725110595703125	3.073671905778982	22.20342	0.41104499
768000	686.66	-101	805	1342.71	25.989734375	1.6534568871713513	31.031796	20.17064	3.81863330078125	3.4898527570121063	26.364069	0.3902189
800000	695.18	120	807	1398.64	26.55641796875	1.8151604935067036	32.700752	20.632952	3.403462890625	3.357562447064462	24.205364	0.40429133
832000	702.73	120	806	1454.49	26.019091796875	1.857574693043156	33.536884	20.378334	3.424693603515625	3.991972413481837	31.049576	0.3616706
864000	688.81	120	806	1510.56	26.723060546875	1.6899076429784188	32.756126	21.737497	3.99126123046875	4.737588843164316	38.98857	0.36657202
896000	790.5	120	809	1566.6	27.92928515625	1.8747238077830959	33.69198	22.053099	4.35517431640625	4.631286690138066	32.082615	0.33989957
928000	792.05	120	852	1622.91	31.30544140625	2.1237328482974265	36.941757	24.744797	4.2174619140625	4.596894332046365	36.513996	0.35189256
960000	779.25	380	807	1678.9	33.15959765625	1.6248400612396823	37.420555	26.66006	3.8247333984375	4.152131888409857	30.616297	0.22632329
992000	758.78	372	831	1734.93	33.16127734375	1.7543682228449433	38.09384	28.15944	3.74303662109375	4.688490728635389	37.033386	0.16810244
1024000	672.39	120	795	1790.99	33.22198046875	2.032365559053046	38.738617	25.681286	4.74465869140625	6.274761885422426	38.74939	0.17545152
1056000	736.63	120	804	1846.89	32.49312109375	2.064232463668397	40.47969	26.31345	6.0347998046875	7.66207380543936	53.21411	0.25257462
1088000	749.8	407	807	1903.03	33.19616015625	2.2337254300551357	40.529408	25.69677	5.7215283203125	6.84251330150333	49.106297	0.2463707
1120000	671.75	120	806	1959.13	33.6582578125	2.1693573537167636	40.49657	26.074932	5.5032998046875	6.451985522883634	42.21364	0.32868314
1152000	661.82	194	807	2015.43	35.3186015625	2.049022966486101	41.5177	29.186802	4.66040234375	5.943459837817532	40.604965	0.3063218
1184000	771.98	346	807	2071.41	35.4353828125	2.09069705126215	42.152073	28.876556	4.77141796875	6.265485191707024	43.542965	0.2590176
1216000	722.19	133	808	2127.6	34.1781796875	2.085155284048109	39.971455	26.644299	5.310818359375	7.639763371662763	45.029617	0.2635016
1248000	766.82	194	803	2183.55	32.94642578125	2.1643888517460304	40.678146	26.18168	5.7707275390625	7.986447504992442	77.04236	0.31150842
1280000	746.31	120	825	2239.8	30.54641015625	2.1485279526413543	37.405525	24.746914	5.34300830078125	7.3001653448740464	41.667347	0.24578756
1312000	747.88	120	807	2296.14	31.2213359375	2.1706685048188494	38.595543	25.07946	5.171041015625	6.870510750209914	53.84396	0.32632214
1344000	737.61	120	807	2352.11	31.7214375	2.3039300662129483	38.406128	23.697483	4.6604072265625	6.494737653477622	44.700523	0.33005083
1376000	704.96	133	807	2408.42	34.165890625	2.206194780647495	41.67415	27.258736	4.8962919921875	6.9613924163919965	40.402744	0.23353344
1408000	782.58	379	808	2464.63	35.54683984375	2.05957036250889	41.504097	28.736044	4.27999609375	6.664201236832513	47.25954	0.19422698
1440000	755.74	120	806	2520.62	35.700796875	2.1101574937519474	41.319996	28.431143	4.62608349609375	7.381380185134756	36.672813	0.15197968
1472000	749.05	120	808	2576.58	35.230609375	2.381806652456807	42.088886	27.919289	4.8340634765625	8.192559505429301	63.02615	0.13495591
1504000	758.39	120	809	2632.65	31.718666015625	2.2736780371033736	38.369415	25.641106	5.36119970703125	9.699629503233616	78.736565	0.14385018
1536000	777.8	360	807	2688.77	30.025939453125	2.1953352979243284	36.786606	23.218346	5.3721474609375	9.901408517226223	80.95636	0.10077338
1568000	774.95	120	1220	2744.92	28.943142578125	2.1390790494246583	35.205086	21.926622	4.9629072265625	8.193607931644033	56.900986	0.18863763
1600000	783.43	389	1029	2801.0	29.45402734375	2.289431497562495	36.95752	20.913921	5.5203837890625	9.15318378693993	64.31971	0.23398799
1632000	723.29	120	806	2857.32	29.167146484375	2.353840051550073	36.374302	21.457144	4.8888466796875	8.284742659702836	68.92455	0.15966424
1664000	788.07	589	837	2913.35	30.973533203125	2.4981711083748346	38.47638	23.635525	3.99838037109375	7.407751957409211	58.552418	0.20258611
1696000	779.77	120	837	2969.7	32.93109375	2.483896966587986	41.015984	25.296158	3.3657333984375	6.344331254159102	35.58655	0.19507279
1728000	794.53	405	1030	3026.19	35.904796875	2.3777115483235662	43.449127	27.033514	2.405156494140625	4.326480508883635	40.395607	0.21098936
1760000	777.19	408	854	3082.74	37.340171875	2.512083687524164	46.794594	29.251373	2.30652197265625	3.860027399311759	42.906742	0.14360912
1792000	768.8	120	807	3139.1	38.56471875	2.456139668323546	45.81675	30.008364	2.528470458984375	4.120609168784999	42.904156	0.20134847
1824000	772.04	120	1084	3195.23	37.78667578125	2.5806300329933967	45.60348	29.834534	3.04334814453125	5.101620261924147	37.592148	0.20198725
1856000	768.09	259	807	3251.48	36.20059375	2.631220586979311	44.757057	28.307585	3.3733671875	5.561279184852618	44.81075	0.21667284
1888000	757.86	120	1030	3307.59	33.50028125	2.773371566117674	41.470387	23.897099	4.5815947265625	6.458769474520669	43.164524	0.22305903
1920000	766.2	391	875	3363.63	30.92498828125	2.704752761344371	39.938896	23.221022	4.366	6.2706979152044955	43.98967	0.2684554
1952000	790.27	630	1015	3419.91	28.3121171875	2.4133366627257478	36.504936	21.490913	4.76057958984375	7.358817521348114	49.091076	0.21328029
1984000	780.44	120	1037	3476.11	28.779228515625	2.3573439105272698	35.988865	21.571857	5.0417490234375	8.025905322765775	53.270298	0.2727778
2016000	798.32	734	1028	3532.52	30.29958984375	2.5992041675650452	38.4505	22.732546	4.2532734375	7.840470928139458	60.43919	0.253511
2048000	802.11	648	1020	3588.91	34.45830078125	2.4127445836186743	42.00323	27.287056	3.295494384765625	6.286770583932581	57.474617	0.21275079
2080000	792.24	585	807	3645.42	36.809921875	2.576041203329248	45.356194	28.670372	2.317256103515625	4.4287087212301515	32.631054	0.115432225
2112000	829.23	776	1220	3701.69	38.781765625	2.188344814544488	45.736534	31.42913	2.0352349853515626	3.4873532675225207	31.931192	0.15842569
2144000	831.11	523	1035	3757.88	37.16017578125	2.5948758851580935	45.15825	27.845093	1.76066455078125	2.7554125534742977	29.705233	0.13165979
2176000	795.81	588	807	3814.29	34.304453125	2.4657600565038766	41.91515	26.991688	2.00902197265625	3.5165977820810697	38.864452	0.14055207
2208000	789.23	523	1079	3870.69	33.37659375	2.7631221018985026	43.90384	25.324972	2.4117529296875	3.949385088608732	36.859234	0.13466018
2240000	803.19	716	1217	3927.14	36.10626953125	2.825781487593299	44.500305	27.656517	2.0202652587890624	3.8104190017306494	35.346138	0.0996906
2272000	780.61	120	1204	3983.52	39.056828125	2.474554193593515	45.41738	31.158442	1.7404207763671875	3.3047128397373653	37.963818	0.1214203
2304000	800.42	382	1215	4039.91	40.03229296875	2.3295127994523877	47.229004	32.25543	1.99637255859375	3.406786941624762	29.148636	0.13315874
2336000	801.42	727	1084	4096.05	39.6981484375	2.387658289909802	46.746464	31.421326	2.7443671875	4.647850015396904	28.641102	0.22930989
2368000	794.88	589	1030	4152.69	38.95604296875	2.336800112466832	47.34006	31.388058	2.9350400390625	4.713402599237625	44.362488	0.19892111
2400000	794.92	120	1202	4209.2	39.6216484375	2.3579687448230735	47.1197	31.256952	2.156876708984375	3.8187765956520683	26.967258	0.1678982
2432000	800.23	589	1030	4265.82	40.736875	2.3089645694147194	48.934975	33.93067	1.5783863525390625	2.830824160856251	20.226656	0.10043007
2464000	799.22	760	850	4322.35	41.7591875	2.3724130647928914	48.835304	33.447777	1.157005126953125	2.2399867248141785	21.500263	0.11613159
2496000	809.76	396	1030	4378.55	40.275609375	2.524496971861424	47.50432	33.19207	1.62305859375	3.406769599130898	31.995304	0.1286809
2528000	777.95	375	1204	4434.84	39.22571875	2.5241502476390445	47.82158	30.552563	2.051668212890625	4.5144111690368876	41.098663	0.121972665
2560000	804.61	670	837	4491.34	38.5509296875	2.570369490249651	46.503746	31.300337	2.746689453125	5.361312149907894	53.126247	0.15376571
