TotalEnvInteracts	AverageEpRet	MinEpRet	MaxEpRet	time	Averagemean_Q	Stdmean_Q	Maxmean_Q	Minmean_Q	Averageloss	Stdloss	Maxloss	Minloss
16000	684.53	218	1617	57.38	0.7938270162163513	0.19118417321476036	1.4109776	0.32568926	0.20071983744086488	0.08763015494993003	0.9804474	0.002550437
32000	773.98	217	1617	123.97	1.572446533203125	0.403563192985215	2.7618568	0.4979077	0.26786758422851564	0.16059720403724367	1.0789893	0.054733835
48000	732.95	217	1305	190.09	2.546306884765625	0.44590246692496066	3.925107	1.2365484	0.39166314697265625	0.26454105870492517	1.6069536	0.041273814
64000	733.19	217	1604	257.75	3.38853564453125	0.5814812313078396	5.501816	1.7484841	0.6053253173828125	0.4499938455796594	2.8152175	0.095507614
80000	663.16	217	1876	326.94	4.32709326171875	0.6676500518961075	6.8695383	2.3536975	0.823251708984375	0.6442754227133766	4.245332	0.10169663
96000	672.38	217	1321	399.89	5.200095703125	0.7836326168077743	7.6424055	2.5099988	1.0644632568359376	0.9223226534941216	7.1653633	0.13934782
112000	662.38	217	1320	472.76	6.22226416015625	0.8182585894084003	9.002511	3.8260236	1.445130859375	1.1700578619840238	7.8582306	0.11766968
128000	667.99	222	1314	546.13	7.9765302734375	1.0239087655432246	11.808317	5.1794376	1.6275396728515625	1.3963675759722303	9.636317	0.23309943
144000	700.48	215	1397	620.15	9.32419921875	0.9960597420665213	12.491131	6.26229	1.802668212890625	1.5012554967114191	9.348015	0.22086729
160000	730.9	218	1871	694.51	10.6343388671875	1.0781568156537458	14.748018	7.222879	2.064240478515625	1.7057700217753564	12.295744	0.34555048
176000	692.66	217	2194	769.35	12.151365234375	1.2004039338873342	17.31918	8.412399	2.51653955078125	1.8251020679933903	13.909548	0.41441312
192000	722.76	217	1851	843.78	13.5595810546875	1.266713266686664	17.03416	9.676491	3.016853271484375	2.2487947075530816	15.67933	0.3825819
208000	792.24	223	2597	918.28	15.168041015625	1.224306543996182	19.327261	11.080445	3.33451708984375	2.4365444841901613	16.661667	0.37931207
224000	739.17	217	1894	992.6	16.231380859375	1.1682211265791838	19.574957	12.248042	3.61005859375	2.980396890516429	18.549917	0.5188307
240000	744.41	217	2324	1066.91	16.514640625	1.256931853978916	20.15238	12.64352	3.87592822265625	3.0240575107171823	25.764156	0.44163808
256000	658.79	218	1529	1143.95	17.9848125	1.3752157146130748	22.475492	13.057686	4.39102880859375	3.500198376074562	31.099922	0.7064768
