TotalEnvInteracts	AverageEpRet1	MinEpRet	AverageEpRet	time	Averagemean_Q	Stdmean_Q	Maxmean_Q	Minmean_Q	Averageloss	Stdloss	Maxloss	Minloss
576000	603.66	217	1882	2682.6	35.163296875	1.6827472857605135	40.295715	29.265213	7.9159052734375	6.896911672988136	64.50076	0.9021044
592000	599.1	218	1807	2762.35	35.6900078125	1.738695350956429	41.92881	30.51456	8.9513701171875	7.733893293080142	55.64367	1.3046894
608000	617.1	217	1306	2844.89	35.5793828125	1.71541124579137	41.448364	29.963398	8.70746484375	7.9473646870362	77.005325	1.2939603
624000	614.46	223	1798	2922.67	35.09051953125	1.889903852651141	41.18551	28.094622	8.342408203125	7.224299814687926	63.627537	1.2521468
640000	655.83	218	1879	3002.25	32.6186171875	1.9165432266069882	38.44827	26.613083	7.5415791015625	6.068871008062373	48.126465	1.3100717
656000	647.87	217	1886	3081.08	33.0201875	1.8374289155042842	38.35034	26.93526	7.41062939453125	6.449837086120858	55.495857	1.0882983
672000	612.37	217	1547	3158.81	33.53993359375	2.1395480867755694	39.631256	26.674164	7.86210107421875	7.304169667474189	47.76925	1.0189767
688000	679.18	215	1735	3240.66	32.70112890625	2.222722675852748	41.000786	26.295559	7.94158203125	7.0628805207224055	52.765785	1.1892451
704000	591.56	215	1308	3325.26	31.10344140625	1.9719613565678398	36.25583	22.732159	7.6769619140625	6.769082978882738	55.27245	1.1112926
720000	667.8	218	1785	3406.11	29.79481640625	2.048493873175485	36.10005	22.370346	7.4301640625	6.477501025183246	57.694817	1.1017041
736000	699.78	215	1649	3487.51	30.96094921875	2.089673036251724	38.355297	23.496696	7.782046875	6.934227268593091	66.54578	1.0732955
752000	612.81	218	1281	3571.36	32.472953125	2.128899340585118	39.776573	26.21447	8.1981923828125	7.2873949392083865	59.839863	1.0329645
768000	642.76	217	1634	3650.48	34.742296875	2.060178854872193	41.726223	28.661684	8.884859375	8.542818621508946	74.68681	1.0062401
784000	608.73	222	1305	3737.45	35.78464453125	2.054225352018371	43.509697	28.653885	8.339529296875	7.579333537653558	82.76418	1.0239297
800000	647.83	218	2562	3816.59	35.9138046875	1.9931436431003287	42.66082	28.742762	8.497673828125	8.000161619461197	61.621593	1.3727014
816000	641.83	218	1612	3911.97	34.17663671875	2.0324883244590852	41.00154	27.341772	8.327208984375	7.864548123541492	72.82114	1.2077776
832000	619.54	223	1393	4001.7	34.08339453125	1.9940367642517276	40.44874	28.403318	7.68016845703125	7.644727554007402	59.24165	1.2811311
848000	633.47	218	1367	4086.57	35.301375	2.0256938433225784	42.97419	29.423218	8.2743525390625	7.313035770970903	53.714317	0.85541713
864000	594.44	218	1305	4177.72	35.7596640625	2.1288553032894812	42.88984	30.001251	8.55100390625	7.715274774351851	63.003532	1.3144785
880000	655.98	217	1522	4263.79	36.3478515625	2.13202973273123	44.346264	29.957584	8.5066025390625	7.807418347315584	73.89231	1.3504702
896000	668.57	218	1390	4349.76	36.913859375	1.8954579885421161	43.49911	30.992123	9.1105400390625	8.411816001167644	54.61677	1.4318776
912000	622.71	217	1891	4433.71	37.068046875	2.030852244710026	43.47799	31.20106	8.80358984375	8.369886965335912	81.003105	1.250883
928000	650.95	215	1411	4511.94	36.2613046875	2.116985806813546	43.004658	30.865595	8.2505615234375	8.105504495403109	56.818165	1.0878255
944000	638.24	215	1865	4598.82	34.2522421875	1.7605948812652785	39.651093	27.778986	6.852169921875	6.611425952470466	60.11771	0.73908746
960000	606.81	215	1306	4681.61	34.934609375	1.780117718522254	41.146812	29.395538	7.0340654296875	6.599761181758776	57.716488	1.1992829
976000	650.6	215	1550	4767.98	34.27540234375	1.7794935830481027	40.2222	29.245659	7.6187998046875	7.534459378415946	90.28357	1.0631795
992000	592.71	223	1537	4856.07	35.89599609375	1.8585801872666134	42.25257	30.102303	8.34866796875	6.845120867267429	43.00725	1.1195607
1008000	591.14	215	1542	4938.34	36.3311953125	1.7265772058197253	41.853207	31.244417	8.3676044921875	7.438038583440529	70.6306	0.99708325
1024000	633.39	218	1886	5019.95	36.1489296875	1.8268044108411687	42.434097	31.126995	7.74653466796875	6.8621032444506405	57.74073	1.2553852
1040000	689.1	223	1759	5101.81	37.086234375	1.6914666920493882	42.480816	30.71286	8.8414541015625	6.982923926443707	60.416542	1.4092381
1056000	736.77	222	1802	5176.55	34.778421875	1.798116826319622	40.33364	29.775318	7.5325556640625	6.573935869211077	57.271744	0.8714179
1072000	712.95	222	1658	5250.96	34.04494921875	1.6864111070183925	39.60469	28.396889	7.38345703125	6.625053655443102	52.02511	0.99996835
1088000	643.57	222	1304	5328.97	33.3875546875	1.7531238859176497	38.79292	27.780407	7.461296875	7.0459482483729605	59.31702	1.1208792
1104000	633.4	223	1323	5404.75	34.0056171875	1.8758827349160847	40.026176	28.43248	7.8971875	6.934431472280189	56.78891	1.0762231
1120000	643.34	223	1863	5480.09	33.06528125	2.0139265494263627	39.382206	25.620289	7.78230859375	6.964095418645554	57.757423	1.0128412
1136000	639.5	217	1318	5564.75	31.435140625	2.1781542546457198	38.986504	25.316193	6.734619140625	6.238122777025954	54.25462	1.0310131
1152000	660.11	223	1888	5648.24	31.4923671875	2.0485608515492038	38.689053	25.542454	6.789162109375	5.996306480346881	70.858986	0.8955312
1168000	688.62	223	1888	5727.45	30.78620703125	2.1988302554284402	37.681404	23.00827	7.08086865234375	5.936422928624611	49.940674	1.1440921
1184000	734.2	223	1307	5806.89	29.34501953125	2.1258231402065175	35.51116	22.165588	6.5637666015625	5.525566465587488	51.12437	1.0034832
1200000	768.81	223	1307	5882.7	28.35198828125	2.134217485952111	35.492027	20.714958	6.9655419921875	5.217273743297356	48.018444	1.1666204
1216000	680.31	223	1307	5958.83	30.49741796875	2.1273250148367078	37.07715	24.589493	6.429341796875	5.175220405934418	41.15697	0.69922805
1232000	683.81	223	1750	6032.89	30.564720703125	2.021800375361648	37.973965	23.887371	6.1244609375	5.1833499966238055	43.649364	0.882671
