TotalEnvInteracts	AverageEpRet1	MinEpRet	AverageEpRet	time	Averagemean_Q	Stdmean_Q	Maxmean_Q	Minmean_Q	Averageloss	Stdloss	Maxloss	Minloss
1248000	746.58	222	2545	6122.69	29.802759765625	2.004775913872608	36.18229	23.707283	5.75722509765625	4.786863534716652	41.138695	0.9223592
1264000	661.69	223	2016	6201.11	29.24776953125	2.123115662696571	36.064625	23.494354	6.6434541015625	5.454874003185133	49.70736	0.8247867
1280000	659.33	223	1314	6284.89	29.80487109375	2.162198542933211	37.854763	23.423367	6.9185869140625	5.677258464424092	58.14537	1.1801388
1296000	644.65	223	1403	6363.04	31.040498046875	2.2002538915997856	38.11299	24.400911	6.6431328125	5.5030066355811345	50.791855	0.9731773
1312000	697.01	218	1314	6444.7	31.7160703125	2.142922011201936	39.497665	25.14125	7.2317080078125	5.8029100996827445	45.523697	0.84214747
1328000	667.92	223	1320	6520.48	31.53855859375	2.0164527128025465	39.66121	25.017923	6.5331279296875	5.658401179330607	45.288765	0.878497
1344000	643.48	223	1316	6594.01	31.64641015625	1.942764521082007	37.377556	25.63892	6.5708525390625	6.2980019152902775	53.03072	1.0769169
1360000	650.79	223	1319	6675.88	32.6065078125	2.0747571394021036	39.423244	25.78764	7.12882666015625	6.338111718504968	69.96615	0.79956406
1376000	729.92	223	1519	6762.66	34.03838671875	2.112874180988423	40.0777	26.847094	6.937009765625	5.612986476689571	53.003784	1.0488944
1392000	676.79	223	1325	6840.98	34.5649609375	1.9755034217968972	42.93361	28.441475	7.01679443359375	5.918485342551758	44.682373	1.111702
1408000	734.47	223	1549	6924.07	34.1357734375	2.0164679681081594	39.657276	27.512554	6.5640751953125	5.7851490230373495	58.489384	0.95784986
1424000	745.59	223	1820	7011.24	34.05121484375	2.0220163928536166	41.713478	27.50637	7.0981220703125	6.259114603919631	54.51844	0.8263649
1440000	716.5	223	1865	7090.79	35.1500234375	1.9614244913216135	43.03818	29.702433	6.86144970703125	5.853969339794153	50.09684	0.9407636
1456000	687.77	223	1403	7172.37	36.7021015625	2.065520397313653	44.059998	29.949903	7.3701220703125	6.3920436994947085	50.411224	1.2443507
1472000	677.41	223	1827	7254.73	37.6086484375	1.9442285509175934	43.03388	31.839298	7.48082421875	6.503742312123075	53.793938	1.0441537
1488000	680.44	223	1553	7340.62	37.64890234375	1.895939006613049	44.20903	32.39189	6.7776767578125	6.4787950389134865	48.836494	0.9191504
1504000	708.7	223	1549	7422.97	38.66637109375	1.933740051283393	44.491806	32.788635	7.2431796875	6.823354311663729	48.958496	0.9280822
1520000	739.19	223	1398	7506.99	39.387734375	1.7161264778245877	44.78118	33.69931	7.4279501953125	7.024708345814081	60.492874	1.1059992
1536000	684.76	218	1849	7594.8	40.25260546875	1.7570731083831215	45.141735	34.454456	8.11405810546875	8.12610713610767	88.13374	0.9290637
1552000	768.53	218	1816	7676.14	41.2123984375	1.902520429423821	47.544735	35.635406	7.5398974609375	6.808221420183836	52.431026	0.92738104
1568000	744.18	223	2324	7757.24	41.75080078125	2.0143245562641465	49.429535	34.917183	7.67395263671875	6.777530085694935	41.453697	1.229331
1584000	693.36	223	1676	7844.29	41.6423984375	2.1023004048393035	48.32913	35.725895	7.8969775390625	6.725205038695846	49.671425	1.3269744
1600000	718.34	215	1316	7925.89	41.63316015625	2.1222261307410197	48.657322	34.01635	8.278015625	6.557961525885921	60.968437	0.8903557
1616000	755.99	223	1407	8013.43	42.632203125	1.9892030954827427	48.13485	36.550484	8.225271484375	7.324237908308277	68.680725	1.3963547
1632000	691.45	223	2601	8095.58	42.81365625	1.9836555044049988	48.48696	35.86745	8.699970703125	7.8029701876913515	70.81839	0.9694966
1648000	762.68	223	1401	8181.08	42.81375	2.1032967983323227	49.03224	36.22724	8.01846923828125	6.83042023780382	57.637836	1.2031548
1664000	687.05	223	1883	8266.3	44.032125	2.177048806045985	50.618626	37.93493	8.2476484375	7.24287634938634	62.35283	1.0997168
1680000	708.29	223	1883	8340.14	45.309796875	2.134310028293687	53.550243	38.899807	8.812150390625	7.663270760582585	76.67018	1.1974307
1696000	781.59	223	1891	8411.05	44.753453125	1.98153900445383	52.079872	38.778915	8.927466796875	7.288290855457815	55.395588	1.3966264
1712000	762.77	223	1660	8480.06	44.53306640625	1.9654545832325916	51.285137	38.48291	8.3979599609375	7.082899741631248	53.776817	0.91874826
1728000	710.03	218	1405	8549.42	44.3840078125	2.146137405134804	52.292767	36.050346	8.9640966796875	7.825658418784965	56.65433	1.4697374
1744000	705.44	215	1885	8620.38	43.5031328125	1.9523109553568176	49.454796	37.104332	8.2240185546875	6.889365672904872	48.787148	0.8438704
1760000	717.41	223	1317	8691.49	43.328703125	1.9344766607979211	50.340622	36.943127	7.6900380859375	7.191420669798145	72.15974	1.0050192
1776000	692.2	218	1398	8762.39	44.26272265625	1.9794029121611079	50.09546	38.381027	7.809306640625	6.8553813829903	55.722237	1.3473601
1792000	669.29	222	1325	8832.21	43.95642578125	1.9768878808266732	49.34433	38.164795	7.7524208984375	7.266265697557446	57.94472	0.7925168
1808000	732.59	222	1550	8902.44	44.2996640625	1.9858940421090887	49.904594	38.478134	8.2047421875	7.789823088491805	66.0345	1.0865589
1824000	703.35	226	1322	8972.1	43.93701171875	2.06331801959853	49.516785	36.561127	7.6791630859375	7.036083338761701	51.063797	1.1833172
1840000	744.79	217	2533	9040.94	45.001671875	1.9106035710893494	52.404816	39.727257	8.174671875	7.952058990443922	66.23563	1.2039399
1856000	693.05	217	1890	9110.16	46.4329296875	2.1360135090718644	53.239944	39.995018	9.2849248046875	8.579459937111427	60.841347	0.986436
1872000	710.18	217	1879	9179.7	48.0675390625	2.1610449403876357	54.067837	40.836857	9.18588671875	8.622911884914515	74.30405	1.2524793
1888000	711.46	215	2550	9250.24	46.0228125	2.3145400629768758	55.512978	39.601433	9.699814453125	8.746820851029247	83.3284	1.3580486
1904000	716.8	218	1640	9330.36	44.322234375	2.2115465150616322	52.37456	37.138947	8.63065625	8.116035920478666	78.14867	1.1135372
1920000	725.22	223	1883	9407.32	44.2492578125	2.1007128858809456	51.937065	37.72422	8.47607421875	7.902816200965956	76.29355	1.0727503
1936000	749.35	223	1822	9477.72	43.8978671875	2.1527482888885316	51.182823	36.9567	7.97587841796875	7.884456128199332	72.495804	1.1206639
1952000	788.93	222	1532	9547.98	43.2460546875	2.080290694830893	51.708313	36.37868	7.9540751953125	7.431878127364576	54.848892	0.907624
1968000	742.43	217	1827	9618.2	42.448	1.9960643038434722	50.54491	36.283337	7.76883154296875	6.916194480619382	61.023643	0.8197186
1984000	797.09	226	1669	9689.07	43.0372109375	2.0610776345458217	49.96545	36.034786	7.775244140625	7.359564886085318	64.46591	0.9443453
2000000	825.09	222	1884	9763.68	42.44871875	2.0387844638028194	48.619118	35.402462	7.8300595703125	7.575322033171263	74.01641	1.208466
2016000	642.91	223	1316	9835.73	42.200875	1.8731297964569888	48.731216	36.763958	7.4755556640625	6.925426148891489	67.847176	0.96988827
2032000	748.61	217	1806	9906.19	42.3554453125	1.923914124029611	47.87961	36.831833	7.4957861328125	7.1251422683164725	58.366764	0.99606645
2048000	671.55	217	1388	9976.02	43.87155859375	2.123880794420028	51.324528	36.405945	8.9513359375	8.459174014051253	68.903305	1.0568829
2064000	675.27	217	1812	10047.63	44.39997265625	2.032229331224087	50.344776	38.30638	8.622697265625	7.984622916894698	60.54266	0.9841417
2080000	696.15	223	3002	10116.57	44.029296875	2.0243706824977115	51.430077	38.59776	8.51978125	7.733505632958445	67.80572	1.2345397
2096000	707.54	218	1825	10185.68	43.36097265625	2.049466036594959	49.907307	37.486134	7.70999169921875	7.092157860975742	47.262337	0.9121245
2112000	693.28	218	2996	10255.48	44.468328125	2.0305885942412116	50.899452	39.03987	8.17564599609375	7.423840660753031	59.73638	1.1265547
2128000	743.77	222	1870	10325.47	44.67149609375	2.2204790797821086	51.795097	36.56008	8.3737099609375	7.8975159267012565	71.13007	1.1796257
2144000	731.61	222	1855	10397.2	44.5519921875	2.3357632669135158	52.297928	38.73127	7.99105712890625	7.130489661481882	56.821987	0.8652772
2160000	762.82	218	1829	10466.82	43.9730390625	2.2822994161590633	51.78863	36.615376	7.6486396484375	7.015828644037709	59.39951	0.9962802
2176000	686.87	218	2587	10535.59	44.15439453125	2.1598810007729594	52.42388	35.680405	7.840208984375	7.227248784980354	60.213005	1.2328038
2192000	709.78	222	1673	10604.86	43.66174609375	2.138380666532505	50.893593	37.484734	7.55341943359375	7.17854442070257	65.96712	0.88246924
2208000	728.49	222	1403	10674.11	42.95498046875	2.023679763489335	51.123867	36.025932	7.737359375	7.002294545807824	54.664894	0.9328754
2224000	664.1	217	1408	10743.96	42.84898828125	2.127808231747812	49.341984	36.807957	7.7271064453125	6.44385062967012	61.73966	0.93929005
2240000	724.37	222	1811	10813.48	44.2104453125	2.1837002713284623	51.884415	36.55404	7.79784375	7.916712691752177	81.37898	1.0597335
2256000	667.14	217	1675	10882.29	44.9852578125	2.10964257562152	52.03075	38.71703	7.3114111328125	7.02269562961759	61.219177	0.9976583
2272000	707.56	217	1878	10951.59	45.669453125	2.21578851653311	52.461494	38.74485	7.4905732421875	7.036702052897366	76.550095	0.86484516
2288000	730.1	222	1306	11024.24	46.6351015625	2.0945080250950343	53.772865	40.16842	7.963259765625	7.772858426923778	59.401623	0.87089187
2304000	714.55	217	1398	11094.19	47.37586328125	2.0900281752736016	54.700176	41.577923	6.990103515625	6.671345558618591	57.68233	0.9550351
2320000	670.11	223	1308	11163.31	46.3106796875	2.201446168856963	53.959026	39.336	7.212990234375	7.8665098081995675	86.72568	1.0149004
2336000	783.14	226	3013	11232.2	45.5336796875	2.1469266278362893	51.6073	38.552437	8.01083203125	8.408629310119455	86.2685	0.9753643
2352000	668.62	222	1874	11307.38	44.4849453125	2.3234895126995947	51.56688	37.755177	7.31140869140625	6.509978218569552	51.842564	0.89072794
2368000	711.63	217	1653	11378.63	43.11849609375	2.103442119479402	49.25573	35.48047	6.6552607421875	6.175310278135829	55.606903	1.0225747
2384000	779.66	218	1841	11450.61	41.9124375	2.0284236346005855	48.296795	35.076355	7.091333984375	6.533131009037703	47.671276	1.0229119
2400000	692.59	217	1389	11520.43	42.277140625	2.163064187602277	49.393875	34.75477	6.9903125	6.30536292076039	55.06138	1.0998647
2416000	677.2	217	1891	11589.28	43.156703125	2.120333225764585	48.952843	34.73244	7.360142578125	7.0943562516270635	61.892864	0.85680497
2432000	754.29	223	2242	11660.16	43.6990546875	2.124061833345489	51.7625	37.106987	7.7550380859375	6.976418986485832	58.050453	1.3213217
2448000	658.97	223	1300	11737.24	43.499890625	2.2391851632485644	50.193317	36.43976	8.2471982421875	7.876517462924208	66.9391	1.2584536
2464000	784.22	223	1391	11816.4	42.64996875	2.4269492206330257	50.340706	35.63926	7.9430185546875	6.070426519199454	53.23605	1.3329315
2480000	727.66	223	1681	11890.55	42.5745234375	2.417442920409394	49.82907	33.38775	7.2349443359375	6.27303193738881	56.747932	0.8381449
2496000	704.62	223	1681	11961.29	42.238796875	2.5855931606088958	51.23121	33.830593	7.30569775390625	6.390933519447687	57.30692	0.92200345
2512000	737.17	218	1888	12031.13	40.7973359375	2.1175635044344006	48.25142	34.25324	7.01540234375	5.930762295544309	51.773285	1.009101
2528000	732.18	223	1828	12099.38	41.3957265625	2.4762169514452887	48.78974	34.302425	6.85570703125	5.869460819572782	52.97389	0.8719212
2544000	770.49	217	2584	12168.86	42.83176171875	2.3147248587845164	50.925934	36.286034	6.8872919921875	5.697860755362489	61.046486	0.89141476
2560000	764.55	218	1321	12239.66	43.4844609375	2.4466765364916445	51.444183	31.768467	7.303482421875	5.445758993531113	51.91559	1.2577487
2576000	738.55	222	1391	12309.73	43.50545703125	2.155706906243286	51.80023	35.002274	7.0549013671875	6.354556067303207	48.267914	0.98008895
2592000	711.18	217	1806	12382.3	43.0689453125	2.2707971136255214	50.6627	36.850418	7.17177099609375	6.394586333376069	52.51049	0.96199393
2608000	729.29	223	2997	12452.74	43.240328125	2.179403431310103	49.60932	36.166283	6.9376162109375	5.7675269559404745	54.34375	1.142326
2624000	703.57	217	1409	12526.73	43.3013828125	2.0509278816626515	48.747437	36.23523	7.2290908203125	6.452825810255535	45.15677	0.7984551
2640000	737.06	217	1409	12599.12	43.9750078125	1.9460145570498695	50.008804	37.261204	6.98097119140625	6.890634778904626	85.18435	0.9225009
2656000	782.02	223	1821	12668.21	42.9717734375	2.111534311451628	49.615532	37.133976	7.03281787109375	6.091496698780194	47.559364	1.0037491
2672000	785.77	222	1884	12739.74	43.248375	2.1897217511949436	50.4264	37.440033	6.49426416015625	5.846557480688957	56.973946	0.87581116
2688000	735.72	217	1649	12809.65	44.1214453125	2.20612628017131	53.003716	37.92122	7.0656240234375	6.473691952819504	68.6648	1.2139828
2704000	750.5	222	1890	12879.97	42.9675078125	2.3091433620297916	49.717224	35.936714	6.702951171875	6.184783494593809	47.163597	0.7944176
2720000	696.31	217	1315	12951.25	44.2744375	2.138265807626007	52.591743	38.15793	6.8882685546875	6.438790525983898	47.814453	0.9574203
2736000	743.94	226	1402	13025.36	44.0842421875	2.2914428749630114	50.964355	35.962944	6.9338681640625	6.5423273286346655	63.941547	1.0090239
2752000	765.78	217	1399	13102.01	43.91338671875	2.2682070416065967	49.789955	36.559906	7.534962890625	7.305221537965156	52.453716	1.2527354
2768000	767.91	222	1527	13172.52	43.67795703125	2.3234090238671925	50.91925	36.64306	7.01446923828125	6.586382139498133	58.927658	1.0603642
2784000	727.94	218	2320	13241.28	42.67986328125	2.345452923011353	49.264866	35.341476	6.98997412109375	7.329966852755884	57.14389	1.1307812
2800000	773.37	231	1640	13310.27	42.8833828125	2.29013871884707	49.829903	35.171818	6.62539599609375	6.373516984365853	55.432804	1.0158572
2816000	776.6	217	1404	13382.6	43.48166796875	2.1450311632715855	50.46709	36.143356	7.1449716796875	6.6401092446773795	59.918922	1.016906
2832000	762.66	223	1536	13452.09	43.14759765625	1.9919454509819037	49.83819	36.97853	7.089181640625	7.140761076383945	70.73302	0.77338815
2848000	801.52	223	1875	13520.99	42.5936484375	2.18900562024604	49.44684	35.600655	6.6038642578125	5.982536760752081	42.40951	1.0652964
2864000	773.53	231	1677	13591.41	41.78663671875	2.0473052982823545	49.708	34.506245	6.3070634765625	6.260478715721346	66.31822	0.73717403
2880000	717.3	223	1645	13663.35	42.1648828125	1.9425141142304152	47.94975	35.998707	6.18294140625	5.631088891979508	46.66092	0.7580924
2896000	783.6	223	1651	13731.21	42.0502109375	2.03477146674387	48.077976	36.13201	6.34699462890625	6.042995040747593	59.27562	1.0209137
2912000	773.32	217	1689	13803.22	42.13159765625	2.117652508896939	50.243855	36.02246	5.88739794921875	5.452025856275812	47.400215	1.0442802
2928000	747.36	223	1398	13876.79	42.23991015625	2.2326757087209286	49.786995	35.51793	5.84206787109375	5.187495481925743	46.31337	0.9030375
2944000	756.52	223	1317	13950.63	42.4080625	2.162297226764859	50.352623	35.665867	6.1168818359375	5.434907787281215	46.438652	0.7782091
2960000	745.56	223	1873	14020.7	42.26747265625	2.214264612334646	49.377518	36.455635	6.169044921875	5.682482848907245	62.462143	0.98821926
2976000	836.03	231	1888	14092.39	42.63327734375	2.1679340368842523	48.981422	35.353573	6.31429052734375	4.886792627838837	37.588463	1.0963509
2992000	768.12	218	2995	14167.0	43.3799609375	2.2850479942306463	51.190533	35.699867	6.7255	5.8801905262499785	45.74514	0.9511957
3008000	699.64	215	1393	14243.83	43.46809375	2.4266973159587186	51.09383	36.36805	6.5287099609375	5.742203954058058	41.562508	0.9959909
3024000	798.12	223	2413	14316.13	44.26056640625	2.2157003689578607	52.522617	37.58204	6.559943359375	5.685155766885371	47.039467	1.1510532
3040000	784.46	223	1400	14393.94	44.67980859375	2.199825987436279	52.902157	37.39351	7.325478515625	6.282677698441963	51.78871	1.0551164
3056000	768.93	218	2295	14470.13	43.91378125	2.2699877176498666	51.60878	35.85437	6.9092392578125	6.332528868864318	66.92402	1.0355117
3072000	749.84	217	2295	14540.06	43.72224609375	2.2093511314127956	52.005604	35.758545	7.19880859375	6.737619722962257	55.97809	0.8813417
3088000	745.16	218	1669	14608.94	43.76578515625	2.289190589419653	51.198048	36.234608	7.3746005859375	6.211867108104455	68.42773	0.93237233
3104000	750.21	218	1669	14678.64	42.771640625	2.271876289545714	50.243736	34.31747	7.1717412109375	6.6092460093795875	64.32948	0.92740464
3120000	825.15	217	2316	14750.11	42.79855859375	2.3175410637206086	50.235794	35.63955	6.7128564453125	5.713241541038678	46.537216	1.0980085
3136000	765.44	223	1885	14820.18	42.87112109375	2.3443445079328677	51.365147	36.03888	6.5900859375	5.636413247524972	47.752018	1.0242594
3152000	697.83	223	1546	14888.28	42.7915	2.33387984206289	50.599648	35.824448	6.79763037109375	6.114399947562312	47.58921	1.0675869
3168000	790.04	218	1872	14959.12	44.4214296875	2.469001371696156	53.839592	35.92239	7.48065380859375	6.53408251975746	53.062866	0.7815565
3184000	785.02	218	1882	15028.36	45.78990625	2.446927282327777	52.684628	37.580498	8.185490234375	7.1989843033583565	62.68454	1.4194983
3200000	824.02	223	1546	15097.32	46.1510546875	2.2246047313933097	52.678936	38.223114	7.8473720703125	7.220091866624689	107.59729	1.2975361
3216000	720.72	223	1828	15169.43	45.817375	2.19879561315678	52.14914	39.452187	7.4748876953125	6.279045322041401	46.00506	1.2494999
3232000	806.35	218	1646	15247.34	46.3431328125	2.036395765769451	52.85203	39.34248	7.54633740234375	6.7662879294152125	63.93432	1.0649605
3248000	750.36	218	1822	15321.39	45.92295703125	2.0387292591679507	51.592335	40.058956	7.3556435546875	6.164153872896912	40.286057	1.2938067
3264000	653.45	218	1530	15390.62	45.71087890625	2.1545469950563274	52.08451	38.610313	6.85561328125	5.839446610660123	54.830147	1.139828
3280000	789.7	218	1405	15458.9	44.9042421875	2.2164900462217285	51.38623	38.39719	6.98556884765625	5.744627925288112	50.09091	0.68606377
3296000	777.01	218	1822	15531.7	44.12631640625	2.2635587560713994	52.70327	36.885178	6.487966796875	5.075834675819338	42.247402	1.104193
3312000	768.56	223	2986	15606.45	43.7401796875	2.2846738005675995	52.384693	34.92698	6.34603271484375	5.265062098992756	45.180206	1.2230885
3328000	735.97	223	1402	15675.06	42.6509296875	2.2027057446822647	48.64108	36.096577	6.7660390625	5.337831700758746	42.435143	0.8272189
3344000	748.18	218	2604	15744.95	42.7081328125	2.317067490992116	49.52345	35.953957	6.8928818359375	5.899820574602248	50.92979	0.93888277
3360000	768.79	222	2966	15813.47	42.1471171875	2.4032246606447867	49.994026	35.433758	6.6576953125	5.2921415059265	63.931393	1.1054971
3376000	790.87	226	1676	15882.53	42.2931953125	2.190249945604097	49.92202	33.898468	7.3579033203125	5.722047375885226	44.047905	0.98332584
3392000	811.83	222	1890	15949.93	43.4156171875	2.2405413164289114	52.63408	36.738487	7.08908984375	5.933062815696459	43.09764	1.0415808
3408000	774.19	222	1826	16018.92	43.548703125	2.311925498738822	50.303146	36.779987	7.4268935546875	6.524884757124068	48.04532	1.1987503
3424000	773.76	223	1410	16089.6	42.78711328125	2.2421534187305294	50.229557	36.27169	7.435548828125	6.140466441973281	53.285576	1.2676418
3440000	756.62	218	2039	16157.9	41.980765625	2.2632552261620873	49.03677	34.338943	7.69394140625	6.499586525310668	68.75577	1.0891626
3456000	760.48	218	1652	16225.72	41.906078125	2.3635645749587635	49.561813	34.91871	7.552279296875	6.392110004724574	57.432587	1.1263503
3472000	820.51	223	1654	16293.93	41.208859375	2.4267874573767787	48.204727	32.891262	7.4627294921875	5.759935370188627	42.63849	0.9281771
3488000	784.08	218	2310	16361.89	41.6961953125	2.357002118025141	50.296326	34.3594	6.93734716796875	5.950091582803579	50.33126	1.3238662
3504000	781.27	218	2310	16429.76	40.19098828125	2.3870281356348735	48.029312	33.09658	6.362	5.773969740351953	61.41302	0.6949936
3520000	801.55	223	2594	16496.36	40.22025	2.362010738028619	47.95893	31.218182	7.35059375	6.653622427388708	62.8742	0.82199764
3536000	803.75	223	1812	16563.01	40.8600390625	2.29840595236677	48.18585	32.880123	7.7868818359375	5.670102512300813	46.748363	1.0684767
3552000	824.94	223	3006	16630.85	40.7012578125	2.1410957511575703	47.19285	33.57575	6.78231787109375	5.519554549225417	41.691513	1.1530709
3568000	769.61	223	1792	16698.5	42.68055078125	2.1935073761843156	48.82402	36.89573	7.4419267578125	6.5239639383391745	54.412926	1.1741643
3584000	794.71	222	2968	16765.85	42.53223828125	2.3123262181324025	52.425915	35.14032	7.2436328125	6.415883610228602	56.54693	1.0672953
3600000	849.44	226	1667	16835.41	43.06977734375	2.212155252095793	51.15338	35.81916	7.1014345703125	5.989184914285082	42.202644	0.9278199
3616000	787.45	218	1891	16903.94	44.5086953125	2.4368871425062957	52.93267	36.190636	7.918796875	7.162264394030704	64.839195	0.83404046
3632000	784.1	215	2606	16970.96	46.9296171875	2.38566468643306	55.44072	38.896805	8.3204501953125	7.208039402725959	71.72571	1.3821818
3648000	780.59	215	2321	17039.02	47.711609375	2.4159710295500236	54.976616	40.55524	9.3872705078125	8.264561959051429	71.59789	1.2884294
3664000	772.07	218	3018	17106.88	46.254390625	2.2892786800649674	55.232166	39.296974	8.04658740234375	7.2779853196128395	88.64151	1.2813537
3680000	792.36	231	1807	17175.9	46.41471875	2.2879960186263437	53.723873	38.810375	7.88859130859375	6.568636416715421	64.02578	1.079921
3696000	738.84	218	1888	17243.56	47.5158828125	2.4020271386893195	55.407547	40.579796	7.7962666015625	6.3700599732263115	51.137627	1.0793232
3712000	795.43	223	2329	17312.88	46.6005234375	2.276301353415777	54.29879	39.281963	8.245072265625	7.419032218726375	63.37475	1.2664589
3728000	725.1	222	1879	17380.4	46.8831640625	2.379565205327698	54.040226	37.369453	8.1925390625	7.227457410804992	79.02183	1.4273558
3744000	781.9	226	1400	17447.47	46.4283046875	2.3901870513884473	54.05706	39.47896	7.922029296875	7.132247410529167	65.54652	1.2496216
3760000	779.3	218	2641	17514.76	46.8712421875	2.3063304525262636	54.03926	38.2729	8.2811455078125	6.821096067531962	57.54682	1.3746846
3776000	768.93	223	2480	17581.48	46.08632421875	2.4136484272712027	55.00944	34.534927	9.035642578125	8.300455559787066	78.72852	1.4981495
3792000	736.57	223	1831	17648.93	45.196171875	2.413057132884031	53.178658	38.459164	8.586271484375	7.251914079227635	52.34837	0.973294
3808000	790.59	223	2596	17715.65	45.23671875	2.418143799196762	52.62896	36.177563	8.1851640625	7.177336019983319	55.346294	1.4084396
3824000	736.05	218	2301	17785.88	44.3642421875	2.445870044265946	52.06804	37.25318	7.7022763671875	6.981737617259045	64.41857	1.1903331
3840000	770.83	218	2560	17853.21	44.0453203125	2.4069189411075937	52.582104	36.27187	7.24364453125	6.976080225491963	71.85298	1.0123456
3856000	869.66	223	1885	17920.72	45.0200078125	2.572887103406405	54.588966	36.66156	8.14703515625	7.787444070826448	97.34158	1.1757505
3872000	807.76	215	1885	17987.75	45.373359375	2.4051497078534423	52.62771	37.024014	7.643064453125	6.936740386341412	76.59443	1.1205745
3888000	872.97	231	1885	18054.82	44.723203125	2.270733249896936	52.507416	37.8313	7.3715751953125	6.309835142953419	69.97846	1.2306981
3904000	758.71	218	1819	18122.5	44.7057734375	2.2359566080595124	52.098053	37.954773	7.7713193359375	6.231879983199291	47.863777	1.3924638
3920000	783.67	218	2508	18190.37	45.74240234375	2.3732173614170384	53.33428	37.501446	7.5327373046875	6.86962972073459	50.93531	1.152297
3936000	784.72	218	1878	18260.92	45.49653125	2.194812999223966	51.510796	37.277813	7.5564716796875	6.693419109468643	52.504196	0.8607997
3952000	788.54	218	1832	18328.69	44.894046875	2.374658178526701	53.033295	37.034233	8.03726318359375	6.5456110056663155	54.603176	1.5239478
3968000	723.2	223	1397	18397.13	44.0073671875	2.2917611012739743	51.029205	36.7498	7.90147802734375	6.160939520986227	44.225456	1.1453528
3984000	810.89	223	1881	18464.97	44.84842578125	2.2124715305371727	51.708183	38.27577	7.4197353515625	6.205596642346326	60.614796	1.07029
4000000	800.78	215	1323	18531.84	45.4212890625	2.09946607795887	52.816757	40.02628	8.01784375	6.441882003731518	51.99494	1.390348
4016000	779.85	223	1817	18597.89	45.6500390625	2.0295957205962227	52.122643	39.381596	8.094171875	7.9987870174170785	58.81243	1.1760726
4032000	760.54	218	1656	18665.27	45.575640625	2.1250840976006105	51.42947	37.081696	7.7773203125	6.754721728169119	48.511826	1.0785918
4048000	799.27	217	1656	18731.7	44.3991953125	2.340904001228745	52.460815	37.81349	7.471203125	6.3624158884420625	48.471073	1.322239
4064000	837.58	215	1669	18797.67	43.4749921875	2.2392561413126124	50.10926	37.458187	7.1592763671875	5.958385634968586	50.69942	1.0657339
4080000	835.67	215	2189	18864.11	42.89334375	2.168291332982609	48.950356	35.646645	6.529947265625	5.699476915417327	52.486374	0.92301613
4096000	789.13	231	1524	18930.5	44.06824609375	2.1803570880133374	50.810158	37.386658	7.34644140625	6.900490245265187	65.55456	0.7606994
4112000	737.68	218	2147	18996.09	42.9818984375	2.2869675780659855	50.484303	35.64668	7.6320615234375	7.100191458686167	55.86251	1.1171911
4128000	842.42	223	3009	19064.15	44.4479609375	2.3383855274526484	52.968723	35.8828	8.59517578125	7.571912272916928	65.56422	0.8898921
4144000	795.31	223	1410	19130.93	45.70409765625	2.171217976159925	53.17489	38.540962	7.8265869140625	6.608662343375549	45.54018	1.2833005
4160000	762.79	215	1406	19199.46	46.297875	2.235899174199834	52.86763	38.816353	7.62393408203125	6.984549634282084	57.63768	0.9419422
4176000	753.34	215	1652	19267.62	47.4688203125	2.157717458080703	54.5868	41.5497	8.295271484375	7.75036138270339	56.4318	1.2419708
4192000	806.83	215	1810	19334.59	46.89934375	2.134735625646944	53.03006	40.62454	8.052724609375	7.032321585010173	69.09558	1.4210017
4208000	750.05	218	1885	19401.73	46.4877109375	2.0996925928275787	54.72367	39.711723	7.44296826171875	6.755044122265228	57.69701	1.2904694
4224000	805.37	223	1669	19468.28	46.97730078125	2.1042213663475975	53.060577	40.56498	7.45556884765625	6.36992445010143	78.81029	1.1532184
4240000	724.62	215	1553	19536.72	46.865796875	2.141974483391434	55.568947	40.640453	7.27371875	6.388881027320043	47.85125	0.9743076
4256000	756.17	218	1808	19604.31	45.3532109375	2.1653708815552823	53.031403	36.625034	6.8358369140625	5.9802634374457115	51.769485	0.9957534
4272000	798.58	223	2307	19671.12	44.357328125	2.004563275574321	50.992508	37.47178	6.21358935546875	5.639481359132239	52.694885	0.6771293
4288000	818.18	223	1828	19737.81	43.89192578125	2.09442433170788	49.66981	37.980583	6.37761767578125	5.907709475761313	52.315693	0.72910106
4304000	834.46	223	1887	19803.89	44.6318515625	2.2083659957293653	52.23873	37.074627	7.3010078125	6.819867289306296	62.466278	1.2246928
4320000	787.09	218	2308	19870.41	44.6152890625	2.3074497218249417	52.665443	37.71638	6.5548134765625	6.149574426332281	50.296776	0.95571923
4336000	815.98	223	2308	19937.15	45.8211328125	2.2302681882245126	52.835243	37.810944	7.736271484375	7.273749892593228	46.9327	0.9280126
4352000	846.57	215	1886	20003.37	46.3180546875	2.1837470037901596	54.35421	39.68438	8.43074609375	8.131945108644057	63.997776	1.0950058
4368000	873.03	231	1825	20070.64	46.067421875	2.2070428373589626	54.675632	37.73066	7.45292578125	6.350172856899251	44.48573	1.0409274
4384000	809.76	222	1397	20137.36	45.2317578125	2.0783349283064916	52.622185	38.600327	7.46595751953125	6.357924128105808	57.38469	1.3086405
4400000	802.45	223	1827	20202.93	45.2740859375	2.3043894934450644	52.677628	38.01859	7.3733505859375	6.6420970427267925	47.480022	0.98396873
4416000	794.9	218	1530	20271.46	46.40559375	2.2308504763108283	53.443596	37.263893	7.82290576171875	6.794907905005042	75.72638	1.0340024
