TotalEnvInteracts	AverageEpRet	MinEpRet	MaxEpRet	time
9952000	453.21	105	1436	8757.59
9984000	488.81	111	1071	8786.06
10016000	447.32	111	1213	8815.34
10048000	423.17	113	852	8843.82
10080000	469.32	108	1214	8871.52
10112000	403.68	111	844	8900.13
10144000	475.98	111	870	8927.81
10176000	429.31	105	1007	8956.73
10208000	485.0	108	1008	8985.83
10240000	489.18	111	1065	9013.54
10272000	391.45	105	1045	9042.64
10304000	439.34	111	995	9071.66
10336000	452.54	108	995	9100.94
10368000	410.56	108	1094	9130.41
10400000	414.43	113	885	9158.92
10432000	426.04	111	1096	9187.22
10464000	433.24	113	1094	9216.51
10496000	444.22	111	1179	9245.12
10528000	462.43	111	1985	9268.94
10560000	430.44	108	1163	9295.7
10592000	443.89	113	1171	9323.95
10624000	446.6	108	1197	9353.34
10656000	456.01	108	1081	9381.41
10688000	480.29	111	1063	9409.94
10720000	466.5	108	1083	9437.8
10752000	454.7	105	1202	9465.17
10784000	478.99	108	1051	9493.57
10816000	442.97	111	1023	9521.9
10848000	469.11	111	1757	9547.91
10880000	465.6	105	1013	9577.26
10912000	455.9	108	1436	9605.88
10944000	470.02	108	1067	9634.11
10976000	439.61	105	1788	9662.35
11008000	442.47	105	1756	9691.52
11040000	465.81	111	1207	9719.76
11072000	507.51	111	1217	9748.92
11104000	405.42	113	1220	9777.15
11136000	451.21	111	1093	9803.76
11168000	453.46	111	1209	9827.81
11200000	431.53	105	1023	9857.14
11232000	465.17	111	1185	9885.67
11264000	424.81	108	1071	9914.55
11296000	426.67	105	1832	9942.68
11328000	418.05	111	1045	9970.72
11360000	476.73	105	1390	9999.5
11392000	421.23	108	1018	10028.37
11424000	458.87	105	1219	10057.55
11456000	468.45	105	1506	10085.97
11488000	447.76	111	1005	10115.49
11520000	478.89	111	1073	10145.78
11552000	464.02	111	1100	10175.21
11584000	432.96	105	1079	10204.73
11616000	440.11	108	1051	10233.23
11648000	433.77	120	1064	10261.88
11680000	454.64	111	1086	10290.63
11712000	458.45	113	1072	10318.58
11744000	465.18	108	963	10345.36
11776000	462.33	105	1070	10370.64
11808000	472.92	108	1087	10400.53
11840000	435.63	111	1079	10429.34
11872000	475.19	111	1032	10460.23
11904000	462.85	108	1035	10489.27
11936000	471.04	111	1208	10519.01
11968000	482.73	111	1059	10549.39
12000000	411.26	105	1030	10579.24
12032000	432.83	111	820	10609.32
12064000	420.92	111	1018	10638.66
12096000	451.46	111	1207	10667.07
12128000	421.19	108	1018	10695.61
12160000	413.41	108	1221	10724.17
12192000	471.54	113	1196	10751.84
12224000	449.03	108	1208	10780.91
12256000	501.47	108	1068	10808.99
12288000	421.56	108	1082	10836.2
12320000	483.59	111	1220	10860.96
12352000	437.86	108	1205	10887.33
12384000	432.74	108	1105	10916.78
12416000	426.75	111	1012	10943.47
12448000	471.65	111	862	10972.4
12480000	453.28	108	1017	11000.8
12512000	492.77	111	1789	11027.78
12544000	427.48	108	1011	11056.02
12576000	414.86	111	1017	11084.05
12608000	399.77	108	987	11111.37
12640000	451.58	105	1017	11139.32
12672000	486.65	111	1036	11167.41
12704000	407.25	108	1679	11196.52
12736000	449.31	105	1014	11224.28
12768000	461.02	108	1068	11253.54
12800000	397.51	111	864	11282.12
12832000	452.16	108	1112	11310.08
12864000	468.14	105	1124	11338.94
12896000	441.65	108	842	11367.34
12928000	438.28	105	1032	11394.06
12960000	446.5	105	852	11419.09
12992000	447.1	108	954	11447.88
13024000	446.72	111	1190	11476.4
13056000	471.51	108	1032	11505.29
13088000	435.48	108	864	11533.34
13120000	461.1	105	969	11561.72
13152000	420.93	111	866	11590.05
13184000	387.1	105	1018	11618.1
13216000	502.88	113	1077	11645.57
13248000	414.49	105	1182	11674.64
13280000	427.6	105	1010	11703.62
13312000	486.34	111	1212	11732.23
13344000	454.18	105	1078	11762.05
13376000	494.75	105	1679	11790.79
13408000	442.66	111	1078	11818.29
13440000	379.16	108	1030	11846.01
13472000	444.75	111	1208	11873.89
13504000	485.78	108	1080	11900.25
13536000	480.19	111	1011	11928.03
13568000	433.73	111	1079	11951.18
13600000	402.11	111	1197	11979.79
13632000	444.51	111	2114	12008.44
13664000	460.08	105	1170	12037.42
13696000	434.58	111	876	12065.55
13728000	382.35	111	1022	12094.14
13760000	453.12	108	882	12122.71
13792000	430.35	105	1037	12150.92
13824000	427.39	113	1031	12179.05
13856000	435.59	108	1467	12208.6
13888000	450.26	105	869	12236.73
13920000	449.05	111	1041	12264.82
13952000	493.24	108	1050	12294.13
13984000	493.17	108	879	12322.55
14016000	474.62	111	1085	12350.54
14048000	461.02	111	1203	12378.54
14080000	440.18	108	1145	12406.29
14112000	441.95	105	1027	12433.0
14144000	448.53	111	1062	12457.67
14176000	429.71	105	1073	12486.86
14208000	449.07	108	1023	12514.52
14240000	493.62	113	1194	12543.6
14272000	419.27	111	1065	12573.18
14304000	434.4	108	1029	12600.62
14336000	416.26	113	1196	12628.46
14368000	465.96	108	1034	12656.02
14400000	423.21	105	1054	12682.45
14432000	455.81	105	1176	12709.44
14464000	440.77	111	1046	12736.82
14496000	417.38	108	1164	12765.06
14528000	423.97	105	1027	12792.32
14560000	400.25	105	846	12821.18
14592000	497.98	111	1022	12850.48
14624000	518.66	105	1047	12877.54
14656000	432.99	105	1027	12906.13
14688000	423.56	105	1082	12934.6
14720000	464.37	111	1060	12962.64
14752000	436.73	108	1067	12986.34
14784000	472.86	105	1215	13014.23
14816000	446.02	113	1211	13043.43
14848000	426.35	108	1065	13070.76
14880000	444.76	111	809	13098.97
14912000	414.35	108	856	13127.26
14944000	452.48	111	1213	13155.06
14976000	441.76	105	818	13183.64
15008000	475.09	113	1801	13212.93
15040000	485.3	108	1201	13241.71
15072000	459.68	105	873	13267.73
15104000	482.84	105	1402	13296.83
15136000	461.03	108	1026	13324.49
15168000	479.73	105	1056	13352.26
15200000	429.75	111	976	13380.57
15232000	463.98	113	1013	13408.58
15264000	427.05	111	1033	13435.81
15296000	414.0	105	1003	13463.07
15328000	392.39	113	881	13490.49
15360000	458.8	113	1195	13515.06
15392000	516.2	113	1076	13538.8
15424000	393.63	111	1085	13568.12
15456000	462.26	113	976	13597.15
15488000	389.63	108	1083	13625.67
15520000	441.0	105	883	13653.53
15552000	481.96	108	1370	13682.41
15584000	428.77	108	1783	13710.42
15616000	412.78	108	851	13738.7
15648000	438.28	111	887	13767.75
15680000	450.53	105	1204	13795.34
15712000	432.86	105	883	13824.38
15744000	435.97	113	1032	13853.42
15776000	473.61	105	1022	13881.2
15808000	467.66	108	834	13909.21
15840000	442.66	108	1086	13937.18
15872000	461.63	111	1073	13965.38
15904000	463.26	113	1037	13993.18
15936000	404.8	111	845	14019.39
15968000	459.51	105	1381	14042.76
16000000	461.91	108	1197	14071.44
16032000	436.33	108	1206	14100.65
16064000	469.37	105	1024	14129.64
16096000	471.92	105	1029	14156.86
16128000	460.72	111	1215	14184.42
16160000	512.64	111	1008	14212.25
16192000	439.86	108	1068	14240.6
16224000	412.23	111	1027	14267.38
16256000	461.32	111	1031	14295.09
16288000	443.54	111	1784	14322.95
16320000	447.85	108	1763	14351.69
16352000	400.49	105	862	14380.55
16384000	427.25	108	1775	14409.05
16416000	502.34	111	1210	14437.95
16448000	441.69	105	1027	14466.79
16480000	453.08	105	1126	14494.95
16512000	433.85	111	1198	14523.93
16544000	446.44	111	1000	14552.03
16576000	415.36	108	1021	14574.97
16608000	483.76	108	1206	14604.21
16640000	404.79	108	1071	14632.26
16672000	463.27	108	1202	14659.75
16704000	367.97	108	1212	14687.81
16736000	446.92	105	1064	14716.02
16768000	468.03	111	1441	14743.57
16800000	458.08	111	1024	14771.48
16832000	411.6	105	1023	14800.23
16864000	459.31	111	1012	14828.86
16896000	465.79	105	1226	14856.97
16928000	435.27	108	1022	14886.14
16960000	447.05	105	807	14915.57
16992000	426.81	108	1209	14944.74
17024000	501.89	113	1211	14972.86
17056000	437.17	113	859	15001.49
17088000	446.12	108	1736	15030.15
17120000	451.44	111	1137	15057.66
17152000	475.69	108	1434	15084.65
17184000	494.01	105	1221	15109.2
17216000	434.05	111	1100	15135.33
17248000	427.82	105	1035	15164.87
17280000	450.35	111	1075	15194.21
17312000	426.92	113	877	15223.12
17344000	432.05	108	1013	15252.22
17376000	442.54	111	1065	15281.32
17408000	493.86	105	1026	15310.23
17440000	441.07	108	1076	15338.73
17472000	460.95	108	1004	15367.89
17504000	465.1	105	1095	15397.4
17536000	452.48	105	1034	15425.68
17568000	506.61	108	1023	15454.23
17600000	434.49	108	1037	15482.6
17632000	437.29	111	1084	15510.24
17664000	423.67	111	811	15535.95
17696000	438.39	105	1072	15564.71
17728000	434.66	105	1022	15593.25
17760000	455.16	113	1426	15616.97
17792000	429.71	111	1024	15643.17
17824000	414.83	111	1477	15670.83
17856000	430.47	108	1166	15699.04
17888000	443.72	113	1086	15725.22
17920000	448.86	108	1209	15752.37
17952000	394.24	108	1013	15779.63
17984000	415.2	111	1050	15808.02
18016000	444.24	105	1092	15835.33
18048000	467.05	111	1674	15862.67
18080000	445.26	105	844	15889.28
18112000	395.46	111	1017	15916.14
18144000	451.24	105	1207	15944.24
18176000	418.82	105	1066	15970.5
18208000	418.38	105	859	15999.3
18240000	487.06	111	1088	16027.73
18272000	449.03	108	1015	16055.67
18304000	426.77	105	871	16082.66
18336000	458.91	111	1010	16111.19
18368000	386.07	108	1068	16137.41
18400000	453.53	108	1090	16160.88
18432000	464.41	111	1024	16188.38
18464000	445.51	111	1031	16217.18
18496000	456.41	105	1205	16244.26
18528000	446.51	111	1086	16271.67
18560000	448.7	108	1028	16298.31
18592000	445.23	108	1067	16325.31
18624000	473.87	105	1049	16352.94
18656000	468.59	108	1372	16381.82
18688000	476.81	108	1156	16410.17
18720000	468.41	108	1208	16436.64
18752000	435.85	105	830	16465.14
18784000	443.9	108	1439	16493.34
18816000	464.93	111	1155	16520.97
18848000	422.43	113	1221	16547.61
18880000	399.05	108	1079	16574.88
18912000	448.33	105	1051	16602.84
18944000	391.65	108	1143	16630.83
18976000	443.17	105	1013	16656.23
19008000	451.23	108	1214	16679.44
19040000	506.57	111	1230	16704.29
19072000	457.14	105	1082	16732.31
19104000	449.9	108	1018	16760.71
19136000	434.56	105	1072	16787.74
19168000	445.94	108	1210	16816.1
19200000	430.69	108	1208	16843.61
19232000	446.58	108	1020	16871.29
19264000	452.6	111	1214	16897.83
19296000	441.35	105	1202	16926.34
19328000	358.66	108	862	16953.91
19360000	422.45	108	1175	16981.34
19392000	379.1	108	1055	17008.7
19424000	418.21	108	798	17035.89
19456000	429.86	111	1075	17064.36
19488000	404.57	111	1082	17092.66
19520000	494.56	111	1067	17120.42
19552000	476.83	105	1205	17146.83
19584000	447.21	108	1005	17174.49
19616000	441.48	108	1020	17198.24
19648000	498.37	105	1201	17226.33
19680000	419.42	105	1043	17253.22
19712000	396.37	108	960	17280.3
19744000	469.88	105	861	17308.62
19776000	407.55	105	1011	17335.36
19808000	465.77	111	1218	17362.64
19840000	476.42	105	1068	17391.07
19872000	480.09	108	1007	17419.37
19904000	433.94	111	1032	17446.7
19936000	455.51	105	1008	17473.51
19968000	478.81	105	1214	17498.85
20000000	463.31	111	847	17526.77
