TotalEnvInteracts	AverageEpRet	MinEpRet	MaxEpRet	time	Averageloss	Stdloss	Maxloss	Minloss
32000	368.49	241	958	66.06	0.3379349054074755	0.27186917783983994	2.2642002	0.009863884
64000	364.63	241	952	149.85	0.9778017578125	0.8505045391950629	5.8925633	0.08902986
96000	425.15	246	1389	237.73	1.957436279296875	1.4582508719245637	10.303764	0.19842935
128000	361.34	240	1139	325.64	3.047048828125	2.084511333622343	12.113823	0.35478184
160000	375.51	246	1357	414.66	3.832850830078125	2.524675489666939	18.771297	0.4928493
192000	367.09	240	932	502.8	4.4317109375	2.7754562195362587	20.329628	0.6258081
224000	354.27	240	1387	590.36	4.78196728515625	3.127343808549837	22.431774	0.51124287
256000	354.08	240	955	679.3	5.25617919921875	3.5961031697953967	21.642326	0.70672953
288000	349.78	240	959	768.35	5.890921875	4.548663522810848	29.79404	0.5559608
320000	368.88	240	1248	858.15	5.9718662109375	4.58485469542111	35.360756	0.56157595
352000	392.03	240	1398	947.4	5.9121064453125	4.445585064139477	26.207748	0.44479138
384000	394.44	240	945	1035.43	5.4653466796875	4.191705444237464	26.239473	0.65083754
416000	367.1	240	956	1123.1	5.24434912109375	4.014903631704627	29.899488	0.586435
448000	413.81	240	960	1211.24	4.86495556640625	3.910474965157685	42.758244	0.5210967
480000	360.98	240	818	1298.64	4.89997119140625	3.86141696992503	28.053078	0.53104055
512000	358.62	240	1409	1385.92	4.3811298828125	3.6074396867792538	28.476948	0.49619222
544000	352.29	240	904	1474.29	4.1874091796875	3.3988931447421233	28.590801	0.4765845
576000	368.82	240	902	1563.01	4.4001552734375	3.3846828691917357	22.647863	0.5648735
608000	458.03	240	1252	1652.29	4.3197958984375	3.2320009403038545	25.822292	0.40674326
640000	371.68	240	916	1741.45	4.52231591796875	3.3948386835754065	29.944715	0.64410496
672000	315.84	240	722	1830.45	4.37588818359375	3.0577003205023217	18.414507	0.6639687
704000	257.57	240	388	1921.53	4.53305810546875	3.084504493229018	25.686007	0.63274485
736000	287.55	240	771	2011.74	4.3676787109375	2.8911871075087823	19.767437	0.641571
768000	265.93	240	551	2104.87	4.5645703125	2.930150046819275	28.095278	0.779282
800000	257.1	240	530	2197.02	4.82953076171875	3.1575982578238957	24.889149	0.78251487
832000	266.53	240	645	2288.58	5.00626708984375	3.2115020032980675	22.981758	0.7428438
864000	268.58	240	726	2380.99	5.37997412109375	3.5063757497503745	26.665451	0.8014302
896000	291.07	240	759	2473.87	5.642466796875	3.8397190499843212	34.480232	0.6242634
928000	245.52	240	379	2565.42	6.1816220703125	4.278542483282128	31.138395	0.63153625
960000	276.07	240	379	2659.09	5.69253369140625	4.255980167658209	28.667412	0.6278796
992000	243.94	240	630	2750.9	5.6812255859375	4.550053656963838	38.665993	0.6612637
1024000	291.3	240	559	2841.42	5.8133505859375	4.927101788196587	39.659763	0.54583365
1056000	353.29	240	811	2931.76	6.15222412109375	5.838602345060845	36.863766	0.53120595
1088000	311.13	240	645	3021.92	6.8939931640625	7.184981895854018	45.65177	0.5806569
1120000	289.81	240	819	3111.09	6.29621484375	7.061498822842074	52.638645	0.4456439
1152000	240.0	240	240	3201.01	5.805369140625	6.48397845173008	50.99642	0.31205693
1184000	298.27	240	955	3290.07	5.0677841796875	6.097120221875242	33.214844	0.2376325
1216000	411.55	240	961	3377.7	4.61268994140625	5.762102752034191	31.435762	0.22510403
1248000	267.87	240	545	3465.61	4.918513671875	5.848680740667078	39.796547	0.30586287
1280000	340.55	240	812	3554.74	4.6633828125	6.2986946812415034	38.067207	0.24362119
1312000	319.3	240	750	3643.39	5.140171875	6.144575224334063	33.846508	0.18736339
1344000	459.82	240	1244	3730.52	5.21381640625	6.065023959144762	42.624397	0.21322563
1376000	453.6	240	912	3817.55	5.2769541015625	5.911822767767992	40.208878	0.24704716
1408000	356.08	240	556	3905.9	5.0183427734375	5.176621877489218	42.834717	0.14491118
1440000	419.55	263	1051	3994.1	5.68649462890625	5.213205138156372	50.626694	0.27340698
1472000	354.32	240	821	4082.11	5.83152490234375	4.971498060821306	34.416065	0.29350615
1504000	309.24	240	1257	4170.6	5.435857421875	4.9007694309796905	31.104742	0.26331002
1536000	268.43	240	915	4258.98	5.432208984375	4.755729685731728	27.85899	0.30210763
1568000	268.56	240	388	4349.3	5.3111318359375	4.591233792171228	34.808846	0.28136942
1600000	262.94	240	540	4438.43	5.2954873046875	4.362272110809916	31.510693	0.21136284
1632000	295.19	240	540	4527.38	5.5934443359375	4.615718516317368	29.911171	0.297422
1664000	316.22	240	1373	4616.81	5.8351357421875	4.862724528877818	30.464962	0.30766872
1696000	252.51	240	780	4704.97	6.2489072265625	5.352338857919966	31.598774	0.22949961
1728000	331.7	240	915	4793.51	6.183046875	5.211117360089388	37.14802	0.31312203
1760000	262.21	240	631	4882.61	5.7482861328125	5.156861895511164	34.462036	0.30921534
